web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 20;Bookmakers: 20;Home;Draw;Away;Home_team;Away_team
1572705179-38691;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-torino/ELusDYtJ/;null;null;1.29;5.15;12.00;Juventus;Torino
1572705518-40943;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-palermo/4SqaGJAP/;;;1.67;3.65;5.64;Lazio;Palermo
1572705345-39811;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-cesena/nieZdy9B/;null;null;1.62;3.56;6.43;Cagliari;Cesena
1572705393-40134;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-palermo/KIGGvZii/;null;null;2.07;3.31;3.78;Sampdoria;Palermo
1572704846-36452;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-chievo/U5ggnjKC/;null;null;1.36;5.00;8.00;Napoli;Chievo
1572705007-37513;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-lazio/EPFUXg0e/;null;null;2.10;3.25;3.50;Fiorentina;Lazio
1572705191-38793;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-inter/n9AeWess/;null;null;1.75;3.50;4.60;AS Roma;Inter
1572705700-42087;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-torino/rDXCvlAs/;;;2.80;2.90;2.70;Atalanta;Torino
1572705152-38517;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-sassuolo/4WuIIxDs/;null;null;1.83;3.40;4.50;Torino;Sassuolo
1572705969-43789;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-cagliari/xWdTIn6B/;;;2.50;3.30;2.65;Cesena;Cagliari
1572705807-42760;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-cagliari/EcaokdUG/;;;1.40;4.79;7.83;Fiorentina;Cagliari
1572705547-41151;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-lazio/lfdj4DHU/;;;3.60;3.31;2.02;Sassuolo;Lazio
1572705022-37623;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-sassuolo/Q3aBnEWo/;null;null;1.98;3.25;4.20;Parma;Sassuolo
1572704870-36618;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-napoli/hh4r54Qi/;null;null;3.39;3.24;2.22;Udinese;Napoli
1572705127-38338;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Empoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/empoli-lazio/YVTCjKTl/;null;null;3.70;3.40;2.05;Empoli;Lazio
1572705982-43865;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-ac-milan/2XhXnRKi/;;;2.70;3.25;2.70;Atalanta;AC Milan
1572705317-39646;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-napoli/ruvgbQml/;null;null;9.00;4.60;1.36;Cesena;Napoli
1572705919-43478;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-empoli/SxohLKAC/;;;3.05;3.25;2.40;Verona;Empoli
1572705814-42799;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-inter/vFNsJzqc/;;;3.90;3.30;2.15;Udinese;Inter
1572705134-38382;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-genoa/SW1u9SqG/;null;null;2.00;3.30;3.80;Cagliari;Genoa
1572705242-39127;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-sampdoria/MmdmoJh2/;null;null;1.33;5.20;10.00;Juventus;Sampdoria
1572705734-42302;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-chievo/Y1QPynf0/;;;2.90;2.92;2.77;Cesena;Chievo
1572705426-40363;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-inter/IZD8SSbd/;null;null;3.65;3.08;2.44;Sassuolo;Inter
1572705278-39375;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-udinese/0MqJ4SAK/;;;1.71;3.60;5.25;Sampdoria;Udinese
1572705824-42864;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-torino/McFbFhrM/;;;2.60;3.10;2.75;Palermo;Torino
1572705348-39835;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-chievo/4S5UcHg5/;null;null;2.10;3.10;3.68;Atalanta;Chievo
1572705185-38747;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-genoa/fLYUFzc0/;null;null;3.60;3.20;2.15;Cesena;Genoa
1572705889-43285;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-napoli/jyx9V4YJ/;;;7.54;4.82;1.38;Parma;Napoli
1572704975-37332;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-sassuolo/0MkeJfo2/;;;1.50;3.95;6.80;Lazio;Sassuolo
1572705028-37652;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-atalanta/bHcJph1b/;null;null;2.10;3.25;3.60;Udinese;Atalanta
1572705659-41832;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-verona/bTNJ9TA7/;;;1.36;4.80;10.00;Lazio;Verona
1572704843-36436;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-ac-milan/r9ccoAZI/;;;2.88;3.30;2.38;Parma;AC Milan
1572705360-39916;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-cagliari/EufkOD7A/;null;null;2.00;3.30;4.00;Udinese;Cagliari
1572705007-37503;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-lazio/EPFUXg0e/;null;null;2.07;3.25;4.00;Fiorentina;Lazio
1572705518-40956;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-palermo/4SqaGJAP/;;;1.70;3.60;4.70;Lazio;Palermo
1572705097-38132;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-sassuolo/4zx2e9FG/;null;null;2.40;3.20;3.00;Chievo;Sassuolo
1572705631-41669;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-ac-milan/v5YKLZ32/;;;1.86;3.53;4.31;Fiorentina;AC Milan
1572705272-39343;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-chievo/AXGQbxN1/;null;null;2.32;3.25;3.25;Verona;Chievo
1572705966-43758;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-atalanta/r9cPJSj5/;;;2.10;3.30;3.75;Chievo;Atalanta
1572705900-43353;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Empoli-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/empoli-fiorentina/t6fI8sR6/;;;2.55;3.35;2.85;Empoli;Fiorentina
1572706013-44042;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-palermo/W6cynozb/;;;1.53;4.33;5.50;AS Roma;Palermo
1572705285-39431;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-empoli/GAHMaI7e/;;;1.50;4.00;6.10;Fiorentina;Empoli
1572705182-38715;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/empoli-atalanta/GzNwEERC/;null;null;2.05;3.35;3.75;Empoli;Atalanta
1572705248-39182;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-fiorentina/UkH8h10S/;null;null;6.50;3.90;1.53;Cesena;Fiorentina
1572704864-36578;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-empoli/INm83ikm/;null;null;2.80;3.00;2.70;Cesena;Empoli
1572705031-37681;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-verona/C0e7mfHu/;null;null;1.36;4.60;8.25;Napoli;Verona
1572705236-39096;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-verona/IZyn6KUR/;null;null;1.84;3.63;4.30;Udinese;Verona
1572705331-39735;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-empoli/4SRaDdgh/;null;null;2.10;3.30;3.70;Sampdoria;Empoli
1572705103-38167;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-cagliari/02VAgmpT/;null;null;1.69;3.77;5.18;Lazio;Cagliari
1572705076-37986;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-lazio/886XuUFT/;null;null;3.55;3.45;2.13;Verona;Lazio
1572705641-41724;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-cagliari/CCL7CVQl/;;;1.77;3.70;4.28;AC Milan;Cagliari
1572705016-37569;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-empoli/8nFYWDF1/;null;null;2.10;3.20;3.54;Genoa;Empoli
1572705686-42008;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-parma/OSjtpAnK/;;;1.24;6.85;15.55;Inter;Parma
1572704855-36505;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-genoa/I1CXjE5s/;null;null;1.50;3.95;6.50;Fiorentina;Genoa
1572705447-40512;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-ac-milan/QHSjSJ4D/;;;1.36;4.50;8.50;Juventus;AC Milan
1572705260-39252;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-parma/S8oB6lt8/;null;null;1.34;5.09;9.32;Napoli;Parma
1572704864-36563;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-empoli/INm83ikm/;null;null;2.85;3.05;2.65;Cesena;Empoli
1572705641-41729;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-cagliari/CCL7CVQl/;;;1.80;3.70;5.00;AC Milan;Cagliari
1572705860-43096;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-chievo/6VjV9W5q/;;;1.39;4.59;8.65;Inter;Chievo
1572705653-41792;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-torino/jJ8ZQUur/;;;4.80;3.50;1.80;Parma;Torino
1572705238-39117;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-cagliari/A9xr70FL/;null;null;2.24;3.37;3.21;Parma;Cagliari
1572705913-43421;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-lazio/vyFtSjqP/;;;3.60;3.40;2.13;Sampdoria;Lazio
1572705197-38835;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-napoli/Qa9aVFdm/;null;null;3.35;3.23;2.14;Sampdoria;Napoli
1572705781-42599;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-ac-milan/6mp16cai/;;;3.04;3.15;2.33;Udinese;AC Milan
1572705790-42656;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-juventus/4r6IsEMj/;;;3.75;3.20;2.00;Torino;Juventus
1572705405-40233;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-as-roma/b9FKwg7c/;;;2.39;3.20;3.15;Fiorentina;AS Roma
1572705070-37956;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-napoli/vTEGqCG4/;null;null;3.80;3.45;1.90;Atalanta;Napoli
1572705268-39317;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-ac-milan/6apF58eE/;null;null;1.70;3.85;5.25;AS Roma;AC Milan
1572704810-36208;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-empoli/nacKqcbE/;null;null;1.77;3.69;5.48;Udinese;Empoli
1572705754-42415;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-torino/tp1wiIa4/;;;3.15;3.20;2.38;Sassuolo;Torino
1572704831-36349;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-lazio/pzDLOeMl/;null;null;2.11;3.15;3.90;AC Milan;Lazio
1572705440-40473;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-parma/6ef3lALF/;null;null;1.55;3.90;5.60;AC Milan;Parma
1572705670-41897;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-as-roma/WYR2WjIK/;;;6.00;3.70;1.70;Cesena;AS Roma
1572705338-39775;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-genoa/Y7cofZhU/;null;null;1.63;3.60;5.62;Inter;Genoa
1572705969-43777;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-cagliari/xWdTIn6B/;;;2.75;3.50;2.55;Cesena;Cagliari
1572705634-41681;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-sampdoria/b5uXIXmL/;;;1.62;3.75;6.00;AS Roma;Sampdoria
1572705986-43900;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-cesena/AqH6W5zB/;;;1.40;5.12;6.84;Torino;Cesena
1572704888-36746;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-fiorentina/vXl44XZt/;null;null;3.30;3.20;2.25;Atalanta;Fiorentina
1572705317-39641;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-napoli/ruvgbQml/;null;null;6.80;4.60;1.40;Cesena;Napoli
1572705474-40685;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-chievo/h4UrUuz1/;;;2.62;3.24;3.04;Parma;Chievo
1572705711-42157;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-inter/pKxyZqvJ/;;;3.40;3.40;2.10;Verona;Inter
1572705767-42499;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-udinese/z70sjxFA/;;;2.20;3.10;3.68;Chievo;Udinese
1572705278-39380;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-udinese/0MqJ4SAK/;;;1.70;3.42;5.26;Sampdoria;Udinese
1572705804-42739;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-cesena/f9GrlGqN/;;;1.50;4.07;7.28;Genoa;Cesena
1572704950-37144;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-parma/pzVKRIwM/;null;null;2.20;3.20;3.40;Udinese;Parma
1572705019-37602;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-as-roma/KQbFoYoh/;null;null;3.40;3.25;2.23;Sampdoria;AS Roma
1572705777-42565;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-verona/G2TGZGUT/;;;1.50;4.30;6.00;Fiorentina;Verona
1572705787-42627;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-sassuolo/zTyI2FbG/;;;2.10;3.50;3.50;Verona;Sassuolo
1572705408-40243;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-genoa/6wZTGVap/;null;null;1.36;5.00;8.50;Napoli;Genoa
1572705492-40787;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-verona/23wVuwZC/;;;1.85;3.49;4.45;Genoa;Verona
1572706010-44020;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-udinese/hMoppP4A/;;;2.00;3.40;3.50;Cagliari;Udinese
1572705393-40148;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-palermo/KIGGvZii/;null;null;2.05;3.30;3.70;Sampdoria;Palermo
1572704840-36407;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-torino/dCouAgCJ/;null;null;2.50;3.10;2.90;Sampdoria;Torino
1572705686-42009;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-parma/OSjtpAnK/;;;1.24;6.20;12.50;Inter;Parma
1572705989-43901;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-genoa/0Y9JT3KT/;;;3.00;3.60;2.20;Sassuolo;Genoa
1572705440-40469;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-parma/6ef3lALF/;null;null;1.65;3.75;6.50;AC Milan;Parma
1572704935-37044;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-napoli/OKtCTv99/;null;null;4.99;3.68;1.73;Sassuolo;Napoli
1572705610-41546;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-napoli/xjiOKgJ8/;;;4.12;3.53;2.02;Verona;Napoli
1572705774-42547;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-atalanta/Sty4xJpB/;;;1.44;4.50;9.00;AS Roma;Atalanta
1572705734-42295;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-chievo/Y1QPynf0/;;;3.00;3.00;2.80;Cesena;Chievo
1572705260-39269;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-parma/S8oB6lt8/;null;null;1.33;5.25;8.50;Napoli;Parma
1572704846-36457;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-chievo/U5ggnjKC/;null;null;1.30;4.85;9.40;Napoli;Chievo
1572705140-38431;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-juventus/f5p70ecD/;null;null;4.04;3.33;1.96;Lazio;Juventus
1572705676-41944;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-chievo/bqCsP8Af/;;;2.15;3.10;3.70;Sassuolo;Chievo
1572705975-43828;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-as-roma/t4Pkzlyn/;;;2.60;2.40;3.60;Lazio;AS Roma
1572705155-38543;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-empoli/SAljNI4Q/;null;null;2.12;3.24;3.39;Parma;Empoli
1572705896-43324;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-inter/xYmR6LeJ/;;;1.85;3.80;4.50;Lazio;Inter
1572704923-36973;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-udinese/KSNPHsAc/;null;null;1.80;3.40;4.50;Lazio;Udinese
1572705876-43206;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-empoli/KYfZ8jLk/;;;1.82;3.60;4.45;Torino;Empoli
1572705916-43452;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-juventus/z3l0JbuP/;;;2.00;3.50;3.90;Inter;Juventus
1572705115-38261;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-udinese/YRDBBL5E/;null;null;2.05;3.25;3.60;Palermo;Udinese
