web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 20;Bookmakers: 20;Home;Draw;Away;Home_team;Away_team
1572705882-43241;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-as-roma/URzDUOmQ/;;;3.50;3.40;2.05;AC Milan;AS Roma
1572705790-42648;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-juventus/4r6IsEMj/;;;4.20;3.20;2.00;Torino;Juventus
1572705929-43539;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-palermo/8j5CMU6n/;null;null;2.05;3.60;3.40;Cagliari;Palermo
1572705790-42657;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-juventus/4r6IsEMj/;;;4.00;3.20;2.00;Torino;Juventus
1572705010-37534;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-sampdoria/2kCQYZpk/;null;null;2.60;3.10;2.75;Cagliari;Sampdoria
1572704903-36844;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-as-roma/GfHYFLvA/;null;null;3.75;3.35;2.05;Parma;AS Roma
1572705167-38609;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-palermo/Mina2HS0/;null;null;2.25;3.25;3.50;Genoa;Palermo
1572704956-37200;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-cagliari/f9KfLGGk/;;;2.00;3.30;3.60;Verona;Cagliari
1572705686-41992;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-parma/OSjtpAnK/;;;1.21;6.45;14.00;Inter;Parma
1572705975-43831;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-as-roma/t4Pkzlyn/;;;2.70;2.30;3.60;Lazio;AS Roma
1572705995-43948;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-lazio/OtfTm75o/;;;1.84;3.65;3.97;Napoli;Lazio
1572705916-43444;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-juventus/z3l0JbuP/;;;1.90;3.60;4.05;Inter;Juventus
1572705137-38410;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-torino/Gj3GAuLK/;;;1.59;3.80;6.22;AS Roma;Torino
1572705488-40759;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-cagliari/YNkIrukf/;;;1.80;3.50;4.75;Torino;Cagliari
1572705906-43378;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-sassuolo/bcgyP2Bm/;;;2.46;3.22;3.00;Cesena;Sassuolo
1572704843-36419;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-ac-milan/r9ccoAZI/;;;3.12;3.40;2.52;Parma;AC Milan
1572705922-43483;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-chievo/lnnlM0e6/;;;2.01;3.36;3.92;Torino;Chievo
1572705941-43615;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-parma/ns4GLlMh/;;;1.24;6.45;12.00;Fiorentina;Parma
1572705058-37876;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-sampdoria/AHhaylOp/;null;null;1.75;3.50;5.25;Inter;Sampdoria
1572705170-38638;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-verona/KM83UZBg/;null;null;2.05;3.40;4.10;Sassuolo;Verona
1572705955-43708;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-verona/YcjxHQzO/;;;2.33;3.35;3.10;Parma;Verona
1572705737-42310;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-sassuolo/ljx0waV4/;;;1.90;3.40;4.33;Atalanta;Sassuolo
1572705613-41566;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-parma/KEtTJDYE/;;;1.62;3.80;5.50;Sassuolo;Parma
1572705161-38566;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-sampdoria/8lre3cDf/;null;null;3.86;3.41;2.01;Cesena;Sampdoria
1572705790-42650;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-juventus/4r6IsEMj/;;;4.15;3.25;2.00;Torino;Juventus
1572705302-39533;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-cagliari/IB3I0J9n/;null;null;2.10;3.20;3.50;Palermo;Cagliari
1572705628-41640;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-lazio/Q1pwcjR1/;;;3.45;3.13;2.17;Torino;Lazio
1572705584-41378;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-inter/CUEw9dKd/;;;1.98;3.54;4.29;Napoli;Inter
1572705790-42645;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-juventus/4r6IsEMj/;;;4.50;3.35;2.03;Torino;Juventus
1572705962-43743;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Empoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/empoli-sampdoria/OSEfZ7jh/;;;2.20;3.70;3.20;Empoli;Sampdoria
1572705945-43629;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-napoli/2DQoyULu/;;;2.64;3.23;2.75;Juventus;Napoli
1572705478-40708;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-fiorentina/KvlQtJJ6/;;;3.25;3.35;2.25;Sassuolo;Fiorentina
1572705577-41336;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-torino/K01f5EJL/;;;2.68;3.19;2.99;Udinese;Torino
1572705501-40845;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-inter/G6sZvclJ/;;;3.50;3.30;2.20;Atalanta;Inter
1572705034-37700;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-torino/6Jraqr5O/;null;null;1.83;3.50;5.25;Lazio;Torino
1572705863-43105;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-cesena/0lE2ECcS/;;;1.30;4.90;10.34;Fiorentina;Cesena
1572705055-37855;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-chievo/bXos0X0o/;null;null;1.90;3.30;4.50;Palermo;Chievo
1572705645-41742;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-fiorentina/QFPBBkte/;;;3.50;3.30;2.23;Udinese;Fiorentina
1572705435-40430;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-lazio/pt6fjWj3/;null;null;6.50;4.00;1.50;Cesena;Lazio
1572705007-37510;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-lazio/EPFUXg0e/;null;null;2.05;3.25;3.85;Fiorentina;Lazio
1572705607-41527;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-empoli/UZjUbCdk/;;;2.35;3.30;3.15;Cagliari;Empoli
1572705369-39977;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-verona/Wrai3CVp/;;;1.13;7.25;22.00;Juventus;Verona
1572705143-38441;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-as-roma/QPhj4wbl/;null;null;4.70;3.40;1.87;Atalanta;AS Roma
1572705693-42037;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-sampdoria/t4ooqU1Q/;null;null;1.69;4.10;5.80;Fiorentina;Sampdoria
1572705876-43199;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-empoli/KYfZ8jLk/;;;1.75;3.60;4.50;Torino;Empoli
1572705037-37721;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-palermo/xpvepOkI/;null;null;1.20;6.50;21.00;Juventus;Palermo
1572705221-38984;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-cesena/AZLYuOGM/;null;null;1.62;3.60;6.50;Atalanta;Cesena
1572705492-40788;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-verona/23wVuwZC/;;;1.90;3.30;4.00;Genoa;Verona
1572705366-39957;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-napoli/p02YRe8o/;null;null;2.60;3.10;2.70;Lazio;Napoli
1572704947-37134;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-ac-milan/6qAoDJOS/;null;null;6.00;3.80;1.62;Cesena;AC Milan
1572705508-40879;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-empoli/tlkMsa40/;;;1.87;3.50;4.40;AC Milan;Empoli
1572705182-38722;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/empoli-atalanta/GzNwEERC/;null;null;2.10;3.20;3.50;Empoli;Atalanta
1572705620-41601;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-chievo/jqhQahsq/;;;1.80;3.50;4.90;Genoa;Chievo
1572705889-43279;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-napoli/jyx9V4YJ/;;;8.25;4.60;1.35;Parma;Napoli
1572704864-36581;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-empoli/INm83ikm/;null;null;2.80;3.10;2.70;Cesena;Empoli
1572705873-43184;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-parma/CQ21CPRs/;;;1.59;3.80;6.40;Cagliari;Parma
1572705471-40661;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-genoa/nRTnTak7/;;;1.52;4.01;6.92;Lazio;Genoa
1572705734-42304;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-chievo/Y1QPynf0/;;;2.70;3.00;2.80;Cesena;Chievo
1572705617-41582;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-cesena/Y35b4YYR/;;;1.33;5.20;12.00;Inter;Cesena
1572705061-37880;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-juventus/QqHStA0N/;null;null;8.17;4.38;1.43;Genoa;Juventus
1572705501-40852;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-inter/G6sZvclJ/;;;3.30;3.30;2.20;Atalanta;Inter
1572705741-42340;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-sampdoria/WEsevuGb/;;;1.91;3.39;4.27;AC Milan;Sampdoria
1572704935-37052;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-napoli/OKtCTv99/;null;null;5.45;3.75;1.65;Sassuolo;Napoli
1572705817-42814;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-as-roma/EXFfGYSF/;;;5.60;3.90;1.62;Sassuolo;AS Roma
1572704843-36427;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-ac-milan/r9ccoAZI/;;;2.75;3.25;2.50;Parma;AC Milan
1572705757-42445;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-genoa/YwvCzcFN/;;;2.07;3.38;3.61;Palermo;Genoa
1572705850-43028;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-juventus/hngs7Uk2/;;;4.25;3.20;2.00;Sampdoria;Juventus
1572705369-39976;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-verona/Wrai3CVp/;;;1.14;7.50;23.00;Juventus;Verona
1572705544-41115;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-napoli/vJy0OG2n/;;;2.97;3.17;2.39;Torino;Napoli
1572704992-37429;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-chievo/fsKhx9is/;null;null;1.33;4.75;9.50;AS Roma;Chievo
1572705794-42677;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-palermo/pvq55HEc/;;;3.20;3.20;2.20;Parma;Palermo
1572705399-40187;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-chievo/lbn2LBiT/;null;null;1.16;6.50;19.50;Juventus;Chievo
1572706001-43973;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-empoli/6BAFUq5N/;;;1.52;4.40;6.30;Inter;Empoli
1572705405-40228;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-as-roma/b9FKwg7c/;;;2.45;3.25;3.10;Fiorentina;AS Roma
1572705787-42630;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-sassuolo/zTyI2FbG/;;;2.20;3.35;3.45;Verona;Sassuolo
1572704891-36753;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-cagliari/GxpTbT3I/;null;null;1.32;5.39;9.35;AS Roma;Cagliari
1572705416-40304;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-empoli/dOBuZULS/;null;null;1.51;3.97;6.39;AS Roma;Empoli
1572705787-42640;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-sassuolo/zTyI2FbG/;;;2.15;3.20;3.50;Verona;Sassuolo
1572705299-39513;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-fiorentina/d22MawPh/;null;null;3.75;3.25;2.00;Parma;Fiorentina
1572705697-42074;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-lazio/Kb0jNnu7/;;;4.23;3.71;1.76;Cagliari;Lazio
1572705628-41635;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-lazio/Q1pwcjR1/;;;3.50;3.15;2.20;Torino;Lazio
1572705922-43489;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-chievo/lnnlM0e6/;;;1.82;3.50;4.30;Torino;Chievo
1572705979-43850;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-juventus/MyGpPNSp/;;;5.50;4.00;1.62;Verona;Juventus
1572704819-36268;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-sampdoria/OQBPNFye/;null;null;2.26;3.29;3.64;Palermo;Sampdoria
1572705218-38972;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-ac-milan/YRw1ZLgj/;null;null;2.85;3.20;2.40;Genoa;AC Milan
1572705959-43719;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-fiorentina/jZ0XH6LH/;;;3.50;3.40;2.00;Palermo;Fiorentina
1572705571-41290;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-cagliari/O6NLJhHH/;;;1.83;3.30;4.50;Sampdoria;Cagliari
1572705505-40864;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-parma/SpBicv4m/;;;1.22;6.00;15.00;AS Roma;Parma
1572705152-38516;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-sassuolo/4WuIIxDs/;null;null;1.80;3.50;4.20;Torino;Sassuolo
1572705004-37498;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-napoli/OfcLfH78/;;;2.50;3.25;2.90;Inter;Napoli
1572705631-41666;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-ac-milan/v5YKLZ32/;;;1.93;3.50;4.50;Fiorentina;AC Milan
1572705607-41511;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-empoli/UZjUbCdk/;;;2.36;3.30;3.20;Cagliari;Empoli
1572705577-41335;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-torino/K01f5EJL/;;;2.60;3.10;2.80;Udinese;Torino
1572705040-37741;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-genoa/GUknnpL5/;null;null;2.50;3.20;2.90;Chievo;Genoa
1572705179-38705;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-torino/ELusDYtJ/;null;null;1.30;5.00;11.00;Juventus;Torino
1572706010-44019;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-udinese/hMoppP4A/;;;1.95;3.69;3.57;Cagliari;Udinese
1572705323-39679;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-ac-milan/0fL8BzO4/;null;null;2.63;3.20;3.00;Torino;AC Milan
1572705188-38755;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-fiorentina/QoUQGGsf/;null;null;3.30;3.40;2.25;Cagliari;Fiorentina
1572705641-41720;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-cagliari/CCL7CVQl/;;;1.80;3.61;4.60;AC Milan;Cagliari
1572705257-39235;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-inter/nV3zlL8q/;null;null;3.91;3.20;1.99;Chievo;Inter
1572705079-38021;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-inter/Yk0PCApi/;null;null;3.46;3.41;2.28;Parma;Inter
1572704979-37350;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-as-roma/MVjiKzWe/;;;1.79;3.60;4.70;Juventus;AS Roma
1572705879-43229;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-cagliari/2FeE9NB0/;;;1.49;4.24;6.73;Juventus;Cagliari
1572705511-40903;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-atalanta/YsEaeIYa/;;;1.20;7.70;22.00;Juventus;Atalanta
1572704858-36523;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-atalanta/lnM1dzrK/;null;null;2.17;3.35;3.55;Cagliari;Atalanta
1572704906-36873;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-palermo/2iDUG1P3/;null;null;1.45;4.60;8.68;Napoli;Palermo
1572705754-42421;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-torino/tp1wiIa4/;;;3.40;3.10;2.45;Sassuolo;Torino
1572705634-41684;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-sampdoria/b5uXIXmL/;;;1.58;3.60;6.25;AS Roma;Sampdoria
1572705631-41674;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-ac-milan/v5YKLZ32/;;;1.85;3.58;4.33;Fiorentina;AC Milan
1572705378-40033;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-torino/voKCAfwB/;null;null;4.85;3.35;1.87;Cesena;Torino
1572705440-40476;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-parma/6ef3lALF/;null;null;1.65;3.70;5.80;AC Milan;Parma
