web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 22;Bookie;Home;Draw;Away;date;Home_team;Away_team
1572688619-211;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.73;4.00;5.00;null;AS Roma;Genoa
1572688665-513;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-juventus/KCD7fMt6/;;;4.31;3.58;1.79;null;Fiorentina;Juventus
1572688687-682;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/torino-lecce/YFws9Lea/;;;1.40;4.20;6.50;null;Torino;Lecce
1572688896-1922;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-udinese/82aiqTCG/;;;1.40;4.71;6.92;null;Atalanta;Udinese
1572688863-1703;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-lecce/x4Ojuafo/;;;1.44;4.50;6.50;null;AC Milan;Lecce
1572688882-1836;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/torino-cagliari/W2eWq03R/;;;1.75;3.88;4.52;null;Torino;Cagliari
1572688794-1286;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-fiorentina/hdWAJrYO/;;;2.40;3.27;3.05;null;AC Milan;Fiorentina
1572688784-1239;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/lazio-genoa/KrY2L43C/;;;1.36;5.10;7.50;null;Lazio;Genoa
1572688847-1617;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-inter/Cz6rokr4/;;;5.00;3.75;1.65;null;Sassuolo;Inter
1572688652-439;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Inter;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-inter/bsyys3C6/;;;6.00;4.20;1.53;null;Cagliari;Inter
1572688641-361;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.04;3.45;3.70;null;Lecce;Verona
1572688747-1022;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/inter-lazio/bcTeqEfQ/;;;1.95;3.30;3.90;null;Inter;Lazio
1572688762-1084;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/torino-ac-milan/4bCvyj26/;;;2.56;3.18;3.07;null;Torino;AC Milan
1572688801-1333;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/verona-sampdoria/vmRbi5mt/;;;2.55;3.25;2.75;null;Verona;Sampdoria
1572688698-739;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a/juventus-verona/GEF9XGeE/;;;1.22;6.25;15.00;null;Juventus;Verona
1572688843-1587;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a/udinese-torino/UB0mp9cA/;;;2.90;3.00;2.55;null;Udinese;Torino
1572688702-760;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-inter/8CjpREYs/;;;3.55;3.30;2.12;null;AC Milan;Inter
1572688590-44;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/parma-juventus/nPbjV5Df/;;;9.25;4.75;1.25;null;Parma;Juventus
1572688661-491;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/inter-udinese/40FJiKQO/;;;1.35;4.88;8.18;null;Inter;Udinese
1572688840-1569;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/juventus-bologna/6LXKpLWN/;;;1.32;5.30;9.00;null;Juventus;Bologna
1572688712-818;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/lecce-napoli/2VDHVfQQ/;;;6.70;4.95;1.45;null;Lecce;Napoli
1572688777-1196;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/napoli-brescia/UDFgrSAP/;;;1.19;6.75;12.72;null;Napoli;Brescia
1572688698-738;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a/juventus-verona/GEF9XGeE/;;;1.22;6.55;11.50;null;Juventus;Verona
1572688638-342;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-sampdoria/UNKfcOdm/;;;2.28;3.45;3.05;null;Sassuolo;Sampdoria
1572688852-1638;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-as-roma/Yq7vnVSc/;;;3.52;3.45;2.10;null;Sampdoria;AS Roma
1572688733-928;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/brescia-juventus/C4m1NWX6/;;;6.60;4.25;1.52;null;Brescia;Juventus
1572688661-499;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/inter-udinese/40FJiKQO/;;;1.36;5.00;8.75;null;Inter;Udinese
1572688593-57;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-napoli/b1sElfEF/;;;4.60;3.60;1.87;null;Fiorentina;Napoli
1572688801-1342;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/verona-sampdoria/vmRbi5mt/;;;2.50;3.25;2.80;null;Verona;Sampdoria
1572688836-1547;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/lazio-atalanta/zexPqunU/;;;2.16;3.55;3.15;null;Lazio;Atalanta
1572688622-234;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/inter-lecce/Um4oWobl/;;;1.22;6.00;13.00;null;Inter;Lecce
1572688893-1904;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/bologna-sampdoria/0bNKR0sq/;;;1.93;3.55;4.05;null;Bologna;Sampdoria
1572688619-202;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.74;3.80;5.00;null;AS Roma;Genoa
1572688768-1143;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-inter/Qq1Px6Yn/;;;4.85;3.65;1.75;null;Sampdoria;Inter
1572688900-1944;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-ac-milan/OxhOoMYE/;;;2.04;3.38;3.51;null;AS Roma;AC Milan
1572688771-1150;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Spal;https://www.betexplorer.com/soccer/italy/serie-a/juventus-spal/6uUbMpl6/;;;1.20;6.95;18.00;null;Juventus;Spal
1572688698-744;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a/juventus-verona/GEF9XGeE/;;;1.22;6.58;16.00;null;Juventus;Verona
1572688635-321;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-parma/bcPbdrCg/;;;1.95;3.50;4.33;null;Udinese;Parma
1572688718-862;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/bologna-as-roma/YkjPP4x8/;;;2.67;3.65;2.56;null;Bologna;AS Roma
1572688819-1437;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-udinese/lOokX12O/;;;1.53;4.10;6.00;null;Fiorentina;Udinese
1572688910-2014;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-as-roma/Uwcxgwtr/;;;3.65;3.35;2.10;null;Udinese;AS Roma
1572688900-1942;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-ac-milan/OxhOoMYE/;;;2.04;3.56;3.82;null;AS Roma;AC Milan
1572688826-1484;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-lecce/bZhxz4I5/;;;1.20;7.10;12.50;null;Atalanta;Lecce
1572688870-1747;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/verona-sassuolo/zHFXObR1/;;;2.30;3.30;3.20;null;Verona;Sassuolo
1572688754-1058;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.56;4.00;5.45;null;Fiorentina;Sampdoria
1572688893-1901;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/bologna-sampdoria/0bNKR0sq/;;;1.90;3.60;4.00;null;Bologna;Sampdoria
1572688789-1261;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Verona;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-verona/OGvfNQYa/;;;2.23;3.15;3.35;null;Cagliari;Verona
1572688926-2136;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/juventus-genoa/Uwy7wbte/;;;1.23;7.08;14.78;null;Juventus;Genoa
1572688652-422;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Inter;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-inter/bsyys3C6/;;;5.70;4.25;1.58;null;Cagliari;Inter
1572688816-1417;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/inter-juventus/IwQ2jP2n/;;;2.70;3.10;2.80;null;Inter;Juventus
1572688798-1305;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a/parma-torino/WM1LwnJt/;;;3.15;3.25;2.25;null;Parma;Torino
1572688684-642;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-sassuolo/xlpYAsRn/;;;1.55;4.55;5.70;null;AS Roma;Sassuolo
1572688593-54;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-napoli/b1sElfEF/;;;4.33;3.50;1.83;null;Fiorentina;Napoli
1572688593-46;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-napoli/b1sElfEF/;;;4.25;3.55;1.80;null;Fiorentina;Napoli
1572688812-1401;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/torino-napoli/W2u8mNn5/;;;4.00;3.60;1.91;null;Torino;Napoli
1572688715-840;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Parma;https://www.betexplorer.com/soccer/italy/serie-a/lazio-parma/OvFDWzBK/;;;1.29;6.20;9.50;null;Lazio;Parma
1572688784-1254;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/lazio-genoa/KrY2L43C/;;;1.33;5.25;8.50;null;Lazio;Genoa
1572688789-1274;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Verona;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-verona/OGvfNQYa/;;;2.26;3.15;3.60;null;Cagliari;Verona
1572688798-1311;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a/parma-torino/WM1LwnJt/;;;2.95;3.15;2.50;null;Parma;Torino
1572688805-1351;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Parma;https://www.betexplorer.com/soccer/italy/serie-a/spal-parma/xtt4l3Xb/;;;2.60;3.25;2.80;null;Spal;Parma
1572688619-213;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.65;3.75;5.75;null;AS Roma;Genoa
1572688913-2038;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-fiorentina/OdK9cJXQ/;;;3.25;3.30;2.30;null;Sassuolo;Fiorentina
1572688863-1710;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-lecce/x4Ojuafo/;;;1.42;4.75;7.25;null;AC Milan;Lecce
1572688903-1966;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Verona;https://www.betexplorer.com/soccer/italy/serie-a/parma-verona/GWG1au3E/;;;2.66;3.08;2.71;null;Parma;Verona
1572688852-1639;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-as-roma/Yq7vnVSc/;;;3.50;3.40;2.05;null;Sampdoria;AS Roma
1572688665-528;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-juventus/KCD7fMt6/;;;4.33;3.40;1.70;null;Fiorentina;Juventus
1572688658-480;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/napoli-sampdoria/tIb2G33P/;;;1.30;5.83;10.44;null;Napoli;Sampdoria
1572688674-588;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/parma-cagliari/rRpUBNBt/;;;2.15;3.25;3.65;null;Parma;Cagliari
1572688886-1851;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/spal-napoli/xtdSptlL/;;;6.05;4.30;1.48;null;Spal;Napoli
1572688798-1314;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a/parma-torino/WM1LwnJt/;;;3.10;3.10;2.45;null;Parma;Torino
1572688645-394;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/lazio-as-roma/WnuK3QJJ/;;;2.02;3.60;3.55;null;Lazio;AS Roma
1572688655-455;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-torino/QTxTrPsf/;;;1.60;4.00;5.75;null;Atalanta;Torino
1572688860-1689;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Spal;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-spal/SUYGo1HH/;;;2.10;3.30;3.70;null;Cagliari;Spal
1572688805-1346;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Parma;https://www.betexplorer.com/soccer/italy/serie-a/spal-parma/xtt4l3Xb/;;;2.72;3.30;2.71;null;Spal;Parma
1572688638-349;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-sampdoria/UNKfcOdm/;;;2.29;3.40;3.25;null;Sassuolo;Sampdoria
1572688873-1776;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/lecce-juventus/tE2Jn2J8/;;;8.50;5.00;1.36;null;Lecce;Juventus
1572688597-82;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/verona-bologna/jc5sXRrr/;;;3.90;3.35;2.00;null;Verona;Bologna
1572688774-1179;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/udinese-bologna/KrfYzp3a/;;;2.95;3.15;2.50;null;Udinese;Bologna
1572688625-252;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Spal;https://www.betexplorer.com/soccer/italy/serie-a/bologna-spal/KjxXsqc0/;;;1.80;3.40;4.75;null;Bologna;Spal
1572688833-1538;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a/napoli-verona/txkXmibo/;;;1.25;6.40;11.50;null;Napoli;Verona
1572688641-373;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.00;3.40;3.80;null;Lecce;Verona
1572688822-1472;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/bologna-lazio/S8ctZNXB/;;;3.55;3.50;2.11;null;Bologna;Lazio
1572688625-259;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Spal;https://www.betexplorer.com/soccer/italy/serie-a/bologna-spal/KjxXsqc0/;;;1.80;3.50;4.70;null;Bologna;Spal
1572688614-183;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-brescia/pbwAkza9/;;;1.78;3.47;4.52;null;Cagliari;Brescia
1572688879-1817;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/genoa-brescia/dQGTPvCe/;;;1.98;3.55;3.65;null;Genoa;Brescia
1572688641-359;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.01;3.37;3.63;null;Lecce;Verona
1572688812-1402;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/torino-napoli/W2u8mNn5/;;;4.10;3.80;1.83;null;Torino;Napoli
1572688784-1243;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/lazio-genoa/KrY2L43C/;;;1.30;5.00;8.50;null;Lazio;Genoa
1572688932-2178;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Spal;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-spal/zyvFyxB7/;;;1.57;3.90;6.00;null;AC Milan;Spal
1572688913-2036;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-fiorentina/OdK9cJXQ/;;;3.10;3.35;2.33;null;Sassuolo;Fiorentina
1572688690-698;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-genoa/xOG5Ydt8/;;;3.00;3.25;2.40;null;Cagliari;Genoa
1572688619-221;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.67;3.85;5.56;null;AS Roma;Genoa
1572688625-264;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Spal;https://www.betexplorer.com/soccer/italy/serie-a/bologna-spal/KjxXsqc0/;;;1.73;3.30;4.33;null;Bologna;Spal
1572688900-1960;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-ac-milan/OxhOoMYE/;;;2.10;3.38;3.71;null;AS Roma;AC Milan
1572688614-182;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-brescia/pbwAkza9/;;;1.82;3.45;4.50;null;Cagliari;Brescia
1572688882-1839;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/torino-cagliari/W2eWq03R/;;;1.76;3.60;4.75;null;Torino;Cagliari
1572688798-1318;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a/parma-torino/WM1LwnJt/;;;3.10;3.15;2.51;null;Parma;Torino
1572688645-392;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/lazio-as-roma/WnuK3QJJ/;;;2.06;3.75;3.69;null;Lazio;AS Roma
1572688812-1390;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/torino-napoli/W2u8mNn5/;;;3.75;3.75;1.97;null;Torino;Napoli
1572688750-1057;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/genoa-bologna/4bzmozQD/;;;2.43;3.42;2.95;null;Genoa;Bologna
1572688882-1835;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/torino-cagliari/W2eWq03R/;;;1.72;3.75;4.75;null;Torino;Cagliari
1572688736-951;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/spal-lecce/je8zxWn0/;;;2.02;3.50;4.02;null;Spal;Lecce
1572688655-454;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-torino/QTxTrPsf/;;;1.62;4.00;5.50;null;Atalanta;Torino
1572688628-273;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/juventus-napoli/IqixussJ/;;;2.04;3.32;3.88;null;Juventus;Napoli
1572688619-214;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.69;3.65;5.25;null;AS Roma;Genoa
1572688702-765;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-inter/8CjpREYs/;;;3.50;3.40;2.10;null;AC Milan;Inter
1572688690-705;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-genoa/xOG5Ydt8/;;;3.04;3.28;2.44;null;Cagliari;Genoa
1572688826-1496;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-lecce/bZhxz4I5/;;;1.20;7.00;13.00;null;Atalanta;Lecce
1572688681-639;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/brescia-bologna/xlO2e2Ra/;;;3.61;3.47;2.10;null;Brescia;Bologna
1572688822-1475;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/bologna-lazio/S8ctZNXB/;;;3.20;3.50;1.95;null;Bologna;Lazio
1572688729-910;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/verona-udinese/GYwipfuK/;;;2.50;3.00;3.10;null;Verona;Udinese
1572688816-1426;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/inter-juventus/IwQ2jP2n/;;;2.75;3.20;2.65;null;Inter;Juventus
1572688903-1967;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Verona;https://www.betexplorer.com/soccer/italy/serie-a/parma-verona/GWG1au3E/;;;2.70;3.10;2.80;null;Parma;Verona
1572688641-372;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;1.94;3.55;3.95;null;Lecce;Verona
1572688593-52;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-napoli/b1sElfEF/;;;4.33;3.60;1.83;null;Fiorentina;Napoli
1572688777-1204;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/napoli-brescia/UDFgrSAP/;;;1.20;7.00;14.00;null;Napoli;Brescia
1572688855-1653;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/parma-genoa/vN7zmBDi/;;;2.60;3.05;2.75;null;Parma;Genoa
1572688777-1201;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/napoli-brescia/UDFgrSAP/;;;1.20;6.70;13.50;null;Napoli;Brescia
1572688674-582;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/parma-cagliari/rRpUBNBt/;;;2.10;3.10;3.70;null;Parma;Cagliari
1572688833-1528;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a/napoli-verona/txkXmibo/;;;1.24;6.25;11.50;null;Napoli;Verona
1572688695-708;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;1.86;3.60;4.40;null;Udinese;Brescia
1572688690-694;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-genoa/xOG5Ydt8/;;;2.95;3.25;2.40;null;Cagliari;Genoa
1572688836-1554;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/lazio-atalanta/zexPqunU/;;;2.25;3.50;3.20;null;Lazio;Atalanta
