web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 22;Bookie;Home;Draw;Away;date;Home_team;Away_team
1572688638-348;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-sampdoria/UNKfcOdm/;;;2.25;3.51;3.32;null;Sassuolo;Sampdoria
1572688826-1497;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-lecce/bZhxz4I5/;;;1.18;6.50;9.75;null;Atalanta;Lecce
1572688819-1440;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-udinese/lOokX12O/;;;1.53;4.18;6.35;null;Fiorentina;Udinese
1572688739-976;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/parma-sassuolo/UuKRwhIm/;;;2.80;3.40;2.45;null;Parma;Sassuolo
1572688665-517;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-juventus/KCD7fMt6/;;;4.30;3.60;1.88;null;Fiorentina;Juventus
1572688635-322;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-parma/bcPbdrCg/;;;2.00;3.50;3.80;null;Udinese;Parma
1572688852-1644;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-as-roma/Yq7vnVSc/;;;3.60;3.40;2.10;null;Sampdoria;AS Roma
1572688863-1701;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-lecce/x4Ojuafo/;;;1.40;4.75;7.00;null;AC Milan;Lecce
1572688920-2084;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/napoli-atalanta/xtIc0Lm8/;;;2.10;3.75;3.25;null;Napoli;Atalanta
1572688743-994;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/napoli-cagliari/06FNvY2s/;;;1.19;7.60;14.00;null;Napoli;Cagliari
1572688876-1787;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a/inter-parma/2N3Fmr42/;;;1.28;5.80;11.00;null;Inter;Parma
1572688923-2102;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Torino;https://www.betexplorer.com/soccer/italy/serie-a/lazio-torino/O0zBxIe1/;;;1.54;4.50;5.85;null;Lazio;Torino
1572688690-690;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-genoa/xOG5Ydt8/;;;3.00;3.40;2.37;null;Cagliari;Genoa
1572688698-743;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a/juventus-verona/GEF9XGeE/;;;1.20;6.50;15.00;null;Juventus;Verona
1572688768-1129;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-inter/Qq1Px6Yn/;;;4.70;3.60;1.75;null;Sampdoria;Inter
1572688866-1721;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/brescia-fiorentina/p6qCns2B/;;;4.70;3.90;1.75;null;Brescia;Fiorentina
1572688754-1060;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.60;4.25;5.50;null;Fiorentina;Sampdoria
1572688712-834;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/lecce-napoli/2VDHVfQQ/;;;7.50;4.80;1.40;null;Lecce;Napoli
1572688715-856;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Parma;https://www.betexplorer.com/soccer/italy/serie-a/lazio-parma/OvFDWzBK/;;;1.29;6.00;9.50;null;Lazio;Parma
1572688780-1221;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/lecce-as-roma/E5X6KOII/;;;4.75;4.20;1.62;null;Lecce;AS Roma
1572688768-1140;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-inter/Qq1Px6Yn/;;;4.90;3.85;1.70;null;Sampdoria;Inter
1572688695-711;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;1.84;3.53;4.13;null;Udinese;Brescia
1572688648-415;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/genoa-fiorentina/vghYuNRC/;;;2.83;3.40;2.54;null;Genoa;Fiorentina
1572688718-879;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/bologna-as-roma/YkjPP4x8/;;;2.62;3.60;2.50;null;Bologna;AS Roma
1572688743-1000;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/napoli-cagliari/06FNvY2s/;;;1.15;7.50;15.00;null;Napoli;Cagliari
1572688709-808;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-torino/MFflQYml/;;;3.00;3.25;2.45;null;Sampdoria;Torino
1572688658-482;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/napoli-sampdoria/tIb2G33P/;;;1.30;5.80;9.00;null;Napoli;Sampdoria
1572688641-355;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.08;3.45;3.75;null;Lecce;Verona
1572688718-866;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/bologna-as-roma/YkjPP4x8/;;;2.62;3.60;2.55;null;Bologna;AS Roma
1572688632-290;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-brescia/jXLjb4ss/;;;1.57;4.00;6.40;null;AC Milan;Brescia
1572688645-395;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/lazio-as-roma/WnuK3QJJ/;;;2.05;3.60;3.40;null;Lazio;AS Roma
1572688910-2011;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-as-roma/Uwcxgwtr/;;;3.80;3.30;2.05;null;Udinese;AS Roma
1572688774-1178;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/udinese-bologna/KrfYzp3a/;;;2.95;3.15;2.50;null;Udinese;Bologna
1572688628-270;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/juventus-napoli/IqixussJ/;;;2.00;3.25;3.90;null;Juventus;Napoli
1572688900-1958;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-ac-milan/OxhOoMYE/;;;2.00;3.40;3.70;null;AS Roma;AC Milan
1572688622-227;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/inter-lecce/Um4oWobl/;;;1.23;5.99;10.96;null;Inter;Lecce
1572688913-2045;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-fiorentina/OdK9cJXQ/;;;3.25;3.30;2.28;null;Sassuolo;Fiorentina
1572688843-1594;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a/udinese-torino/UB0mp9cA/;;;2.92;3.10;2.59;null;Udinese;Torino
1572688819-1448;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-udinese/lOokX12O/;;;1.60;4.00;5.50;null;Fiorentina;Udinese
1572688739-985;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/parma-sassuolo/UuKRwhIm/;;;2.75;3.40;2.50;null;Parma;Sassuolo
1572688771-1167;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Spal;https://www.betexplorer.com/soccer/italy/serie-a/juventus-spal/6uUbMpl6/;;;1.15;6.25;13.00;null;Juventus;Spal
1572688889-1893;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-lazio/E1ROQKdk/;;;2.35;3.40;2.55;null;Fiorentina;Lazio
1572688765-1124;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-atalanta/xK4TyQmg/;;;4.23;4.33;1.76;null;Sassuolo;Atalanta
1572688863-1713;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-lecce/x4Ojuafo/;;;1.41;5.12;7.74;null;AC Milan;Lecce
1572688687-677;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/torino-lecce/YFws9Lea/;;;1.50;4.30;6.50;null;Torino;Lecce
1572688801-1329;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/verona-sampdoria/vmRbi5mt/;;;2.50;3.30;2.87;null;Verona;Sampdoria
1572688900-1957;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-ac-milan/OxhOoMYE/;;;2.08;3.40;3.60;null;AS Roma;AC Milan
1572688603-122;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/torino-sassuolo/KSgpimzE/;;;1.92;3.45;4.10;null;Torino;Sassuolo
1572688687-667;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/torino-lecce/YFws9Lea/;;;1.43;4.55;6.55;null;Torino;Lecce
1572688829-1519;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-cagliari/bks0kqIh/;;;1.30;4.50;7.50;null;AS Roma;Cagliari
1572688801-1325;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/verona-sampdoria/vmRbi5mt/;;;2.63;3.20;2.85;null;Verona;Sampdoria
1572688855-1662;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/parma-genoa/vN7zmBDi/;;;2.60;3.30;2.75;null;Parma;Genoa
1572688932-2173;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Spal;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-spal/zyvFyxB7/;;;1.61;3.85;5.95;null;AC Milan;Spal
1572688920-2090;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/napoli-atalanta/xtIc0Lm8/;;;2.15;3.60;3.20;null;Napoli;Atalanta
1572688923-2103;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Torino;https://www.betexplorer.com/soccer/italy/serie-a/lazio-torino/O0zBxIe1/;;;1.52;4.45;5.80;null;Lazio;Torino
1572688780-1233;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/lecce-as-roma/E5X6KOII/;;;4.50;4.00;1.55;null;Lecce;AS Roma
1572688668-535;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/verona-ac-milan/Q9GFh0BI/;;;4.62;3.37;1.80;null;Verona;AC Milan
1572688677-599;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/genoa-atalanta/WnHBgtdC/;;;3.96;3.78;1.95;null;Genoa;Atalanta
1572688833-1525;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a/napoli-verona/txkXmibo/;;;1.22;6.40;11.50;null;Napoli;Verona
1572688695-717;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;1.85;3.50;4.60;null;Udinese;Brescia
1572688816-1412;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/inter-juventus/IwQ2jP2n/;;;2.78;3.10;2.80;null;Inter;Juventus
1572688607-149;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/spal-atalanta/INF1S3cD/;;;4.80;3.70;1.75;null;Spal;Atalanta
1572688932-2159;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Spal;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-spal/zyvFyxB7/;;;1.57;3.75;5.80;null;AC Milan;Spal
1572688784-1245;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/lazio-genoa/KrY2L43C/;;;1.34;5.40;8.05;null;Lazio;Genoa
1572688873-1770;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/lecce-juventus/tE2Jn2J8/;;;8.45;4.90;1.38;null;Lecce;Juventus
1572688893-1913;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/bologna-sampdoria/0bNKR0sq/;;;1.93;3.45;4.10;null;Bologna;Sampdoria
1572688625-256;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Spal;https://www.betexplorer.com/soccer/italy/serie-a/bologna-spal/KjxXsqc0/;;;1.80;3.50;4.75;null;Bologna;Spal
1572688860-1687;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Spal;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-spal/SUYGo1HH/;;;2.10;3.25;3.75;null;Cagliari;Spal
1572688736-950;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/spal-lecce/je8zxWn0/;;;2.13;3.30;3.70;null;Spal;Lecce
1572688932-2169;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Spal;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-spal/zyvFyxB7/;;;1.63;3.90;5.40;null;AC Milan;Spal
1572688668-536;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/verona-ac-milan/Q9GFh0BI/;;;4.75;3.50;1.75;null;Verona;AC Milan
1572688628-279;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/juventus-napoli/IqixussJ/;;;2.00;3.30;4.00;null;Juventus;Napoli
1572688774-1176;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/udinese-bologna/KrfYzp3a/;;;3.05;3.25;2.41;null;Udinese;Bologna
1572688765-1106;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-atalanta/xK4TyQmg/;;;4.44;4.02;1.80;null;Sassuolo;Atalanta
1572688913-2047;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-fiorentina/OdK9cJXQ/;;;3.10;3.20;2.10;null;Sassuolo;Fiorentina
1572688684-653;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-sassuolo/xlpYAsRn/;;;1.57;4.60;5.00;null;AS Roma;Sassuolo
1572688747-1019;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/inter-lazio/bcTeqEfQ/;;;1.95;3.42;3.77;null;Inter;Lazio
1572688687-664;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/torino-lecce/YFws9Lea/;;;1.46;4.65;7.00;null;Torino;Lecce
1572688920-2091;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/napoli-atalanta/xtIc0Lm8/;;;2.00;3.60;3.10;null;Napoli;Atalanta
1572688754-1072;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.59;4.10;5.60;null;Fiorentina;Sampdoria
1572688674-578;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/parma-cagliari/rRpUBNBt/;;;2.20;3.20;3.40;null;Parma;Cagliari
1572688687-662;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/torino-lecce/YFws9Lea/;;;1.41;4.40;7.00;null;Torino;Lecce
1572688677-608;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/genoa-atalanta/WnHBgtdC/;;;3.40;3.60;2.05;null;Genoa;Atalanta
1572688855-1654;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/parma-genoa/vN7zmBDi/;;;2.72;3.30;2.71;null;Parma;Genoa
1572688798-1320;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a/parma-torino/WM1LwnJt/;;;3.25;3.10;2.35;null;Parma;Torino
1572688736-952;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/spal-lecce/je8zxWn0/;;;2.06;3.30;3.65;null;Spal;Lecce
1572688794-1291;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-fiorentina/hdWAJrYO/;;;2.40;3.20;3.10;null;AC Milan;Fiorentina
1572688635-312;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-parma/bcPbdrCg/;;;1.96;3.45;4.15;null;Udinese;Parma
1572688801-1324;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/verona-sampdoria/vmRbi5mt/;;;2.58;3.25;2.90;null;Verona;Sampdoria
1572688702-758;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-inter/8CjpREYs/;;;3.60;3.10;2.10;null;AC Milan;Inter
1572688900-1948;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-ac-milan/OxhOoMYE/;;;2.15;3.40;3.45;null;AS Roma;AC Milan
1572688907-1986;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Inter;https://www.betexplorer.com/soccer/italy/serie-a/brescia-inter/YBsbuKBr/;;;8.60;5.10;1.39;null;Brescia;Inter
1572688920-2079;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/napoli-atalanta/xtIc0Lm8/;;;2.20;3.50;3.10;null;Napoli;Atalanta
1572688882-1844;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/torino-cagliari/W2eWq03R/;;;1.75;3.80;4.60;null;Torino;Cagliari
1572688655-450;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-torino/QTxTrPsf/;;;1.55;4.00;5.50;null;Atalanta;Torino
1572688698-733;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a/juventus-verona/GEF9XGeE/;;;1.21;6.07;12.25;null;Juventus;Verona
1572688698-728;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a/juventus-verona/GEF9XGeE/;;;1.20;6.10;13.50;null;Juventus;Verona
1572688635-325;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-parma/bcPbdrCg/;;;1.95;3.45;4.00;null;Udinese;Parma
1572688702-761;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-inter/8CjpREYs/;;;3.80;3.13;2.15;null;AC Milan;Inter
1572688718-868;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/bologna-as-roma/YkjPP4x8/;;;2.63;3.50;2.50;null;Bologna;AS Roma
1572688754-1071;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.62;4.25;5.00;null;Fiorentina;Sampdoria
1572688597-85;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/verona-bologna/jc5sXRrr/;;;3.95;3.30;2.08;null;Verona;Bologna
1572688762-1089;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/torino-ac-milan/4bCvyj26/;;;2.50;3.00;3.00;null;Torino;AC Milan
1572688840-1585;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/juventus-bologna/6LXKpLWN/;;;1.29;5.00;7.25;null;Juventus;Bologna
1572688726-891;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-fiorentina/KnnLQpN1/;;;2.18;3.50;3.35;null;Atalanta;Fiorentina
1572688907-2003;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Inter;https://www.betexplorer.com/soccer/italy/serie-a/brescia-inter/YBsbuKBr/;;;7.00;4.50;1.35;null;Brescia;Inter
1572688736-962;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/spal-lecce/je8zxWn0/;;;2.10;3.30;3.70;null;Spal;Lecce
1572688625-248;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Spal;https://www.betexplorer.com/soccer/italy/serie-a/bologna-spal/KjxXsqc0/;;;1.77;3.50;4.75;null;Bologna;Spal
1572688600-107;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/udinese-ac-milan/bJhlj7kK/;;;3.90;3.30;2.08;null;Udinese;AC Milan
1572688840-1574;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/juventus-bologna/6LXKpLWN/;;;1.36;5.25;8.35;null;Juventus;Bologna
1572688665-514;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-juventus/KCD7fMt6/;;;4.50;3.60;1.83;null;Fiorentina;Juventus
1572688812-1399;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/torino-napoli/W2u8mNn5/;;;3.65;3.65;1.95;null;Torino;Napoli
1572688870-1746;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/verona-sassuolo/zHFXObR1/;;;2.28;3.22;3.12;null;Verona;Sassuolo
1572688932-2177;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Spal;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-spal/zyvFyxB7/;;;1.60;3.85;6.10;null;AC Milan;Spal
1572688702-763;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-inter/8CjpREYs/;;;3.70;3.25;2.10;null;AC Milan;Inter
1572688794-1290;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-fiorentina/hdWAJrYO/;;;2.45;3.13;3.13;null;AC Milan;Fiorentina
1572688614-180;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-brescia/pbwAkza9/;;;1.84;3.60;4.50;null;Cagliari;Brescia
1572688729-921;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/verona-udinese/GYwipfuK/;;;2.50;2.98;3.30;null;Verona;Udinese
1572688709-809;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-torino/MFflQYml/;;;2.80;3.40;2.50;null;Sampdoria;Torino
1572688750-1055;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/genoa-bologna/4bzmozQD/;;;2.38;3.40;2.88;null;Genoa;Bologna
1572688843-1591;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a/udinese-torino/UB0mp9cA/;;;2.88;3.10;2.55;null;Udinese;Torino
1572688826-1488;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-lecce/bZhxz4I5/;;;1.18;7.00;9.50;null;Atalanta;Lecce
