web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 22;Bookie;Home;Draw;Away;Home_team;Away_team
1572692408-16662;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Napoli-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/napoli-genoa/xjsiSF6G/;;;1.22;6.25;18.00;Napoli;Genoa
1572692607-17963;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/juventus-napoli/vu9YcSDb/;null;null;2.31;3.20;3.30;Juventus;Napoli
1572692708-18665;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-cagliari/bc1WZLQF/;;;1.57;4.00;6.00;Fiorentina;Cagliari
1572691741-12428;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-bologna/4vItKTxN/;;;1.57;3.90;6.15;Atalanta;Bologna
1572691741-12434;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-bologna/4vItKTxN/;;;1.57;4.00;6.00;Atalanta;Bologna
1572692122-14922;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-torino/4pBkHztP/;;;2.63;3.15;2.80;Sassuolo;Torino
1572692256-15725;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Inter-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/inter-bologna/0dKWtLKG/;;;1.51;4.21;7.90;Inter;Bologna
1572691713-12258;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sampdoria-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sampdoria-crotone/beMFDRFj/;;;1.53;4.10;6.75;Sampdoria;Crotone
1572692682-18473;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Genoa-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/genoa-fiorentina/6T7lP4Cc/;;;3.63;3.42;1.99;Genoa;Fiorentina
1572691899-13476;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AC Milan-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/ac-milan-torino/4ECP5XI5/;null;null;1.80;3.70;4.80;AC Milan;Torino
1572692111-14834;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AC Milan-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/ac-milan-crotone/6ilpmsPa/;;;1.26;5.70;11.75;AC Milan;Crotone
1572691437-10440;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Verona-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/verona-napoli/jFzJYDZP/;;;8.50;5.00;1.36;Verona;Napoli
1572692505-17295;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Torino-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/torino-inter/AuBmVxve/;;;4.05;3.55;1.91;Torino;Inter
1572691781-12707;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AC Milan-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/ac-milan-juventus/lpcTupaq/;null;null;4.34;3.64;1.97;AC Milan;Juventus
1572691777-12686;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AS Roma-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/as-roma-bologna/r3K0pQjS/;null;null;1.35;5.60;10.50;AS Roma;Bologna
1572691624-11666;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-bologna/CODyd2ll/;;;2.04;3.30;3.90;Sassuolo;Bologna
1572691634-11726;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-atalanta/t45hhKmD/;;;2.28;3.40;3.10;Fiorentina;Atalanta
1572692084-14665;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Chievo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/chievo-udinese/Y54QSCwo/;;;2.80;3.20;2.60;Chievo;Udinese
1572691654-11867;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Spal-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/spal-crotone/GbuV5wIC/;;;1.90;3.40;4.40;Spal;Crotone
1572692732-18816;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Spal-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/spal-sampdoria/G0WfSUO6/;;;1.81;3.78;4.62;Spal;Sampdoria
1572691802-12855;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Benevento-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/benevento-lazio/x6HhnnMF/;null;null;10.00;5.50;1.28;Benevento;Lazio
1572692708-18652;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-cagliari/bc1WZLQF/;;;1.54;4.25;5.95;Fiorentina;Cagliari
1572692080-14638;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-inter/n9h8idGo/;;;2.63;3.20;3.00;Fiorentina;Inter
1572692293-15949;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-fiorentina/SOBsxWYl/;;;2.40;3.25;3.25;Atalanta;Fiorentina
1572692073-14586;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-cagliari/SnA7ZNf0/;;;1.43;4.39;7.03;Atalanta;Cagliari
1572692418-16740;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Benevento-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/benevento-cagliari/M7Ua7EUj/;;;2.30;3.30;3.20;Benevento;Cagliari
1572692466-17052;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-sampdoria/2aktEPo6/;;;1.35;5.30;7.90;Atalanta;Sampdoria
1572692274-15830;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Chievo-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/chievo-cagliari/EuEgZTI7/;;;2.05;3.00;3.70;Chievo;Cagliari
1572691990-14029;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sampdoria-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sampdoria-sassuolo/tzldTnYQ/;null;null;1.91;3.60;4.00;Sampdoria;Sassuolo
1572692129-14952;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Lazio-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/lazio-chievo/CxgrJdBC/;;;1.32;6.10;11.50;Lazio;Chievo
1572692030-14289;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/napoli-sampdoria/x23zs62Q/;;;1.18;6.25;12.00;Napoli;Sampdoria
1572691458-10573;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Inter-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/inter-fiorentina/ddDoUXss/;;;1.45;4.20;6.00;Inter;Fiorentina
1572692616-18049;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-torino/S0uGuobU/;null;null;1.55;4.10;6.20;Atalanta;Torino
1572691890-13403;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Lazio-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/lazio-fiorentina/jPmfLCIh/;null;null;1.65;4.00;4.80;Lazio;Fiorentina
1572691541-11138;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Crotone-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/crotone-inter/CQSsfL13/;;;7.50;4.50;1.40;Crotone;Inter
1572691947-13732;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Cagliari-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/cagliari-sampdoria/pUuCdlck/;;;2.47;3.30;3.00;Cagliari;Sampdoria
1572692122-14907;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-torino/4pBkHztP/;;;2.60;3.10;2.80;Sassuolo;Torino
1572691681-12039;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AS Roma-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/as-roma-napoli/Aes28WwB/;;;3.15;3.60;2.19;AS Roma;Napoli
1572691440-10469;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Juventus-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/juventus-cagliari/AaHkTicm/;;;1.15;8.00;19.50;Juventus;Cagliari
1572692039-14358;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Genoa-Benevento;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/genoa-benevento/SWLqKreD/;;;1.42;4.00;7.25;Genoa;Benevento
1572692293-15942;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-fiorentina/SOBsxWYl/;;;2.25;3.20;3.20;Atalanta;Fiorentina
1572692087-14691;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Torino-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/torino-bologna/8rqTnYUG/;;;2.05;3.25;3.90;Torino;Bologna
1572692619-18058;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Genoa-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/genoa-verona/0lAUb8bh/;;;1.40;4.50;8.00;Genoa;Verona
1572692550-17592;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Bologna-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/bologna-verona/KAhvh0o8/;;;1.57;3.75;5.50;Bologna;Verona
1572692281-15874;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Napoli-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/napoli-spal/OAepdiQK/;;;1.12;7.85;19.88;Napoli;Spal
1572692616-18037;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-torino/S0uGuobU/;null;null;1.53;4.20;6.50;Atalanta;Torino
1572692198-15399;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Inter-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/inter-crotone/82egT1jH/;;;1.28;5.50;11.50;Inter;Crotone
1572692688-18514;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Cagliari-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/cagliari-as-roma/EZK211Kj/;null;null;6.20;4.25;1.51;Cagliari;AS Roma
1572691596-11469;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Cagliari-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/cagliari-sassuolo/4fMP4xGL/;;;2.15;3.40;3.40;Cagliari;Sassuolo
1572691723-12326;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Torino-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/torino-as-roma/hzyLOiOi/;;;3.75;3.75;1.95;Torino;AS Roma
1572692108-14820;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AS Roma-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/as-roma-atalanta/MRpLlf04/;;;1.90;3.55;4.20;AS Roma;Atalanta
1572692347-16267;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Lazio-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/lazio-juventus/jLVzz78P/;;;3.05;3.05;2.30;Lazio;Juventus
1572692191-15361;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AC Milan-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/ac-milan-lazio/v1S1K67n/;;;2.35;3.20;2.70;AC Milan;Lazio
1572691451-10524;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sampdoria-Benevento;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sampdoria-benevento/rDFcRVRa/;;;1.62;3.75;5.60;Sampdoria;Benevento
1572692508-17338;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Napoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/napoli-chievo/bmC9xLoL/;;;1.14;8.00;17.00;Napoli;Chievo
1572691852-13217;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sampdoria-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sampdoria-juventus/AiijiY3C/;null;null;5.50;4.00;1.60;Sampdoria;Juventus
1572692613-18025;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Cagliari-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/cagliari-bologna/4MGL0UTu/;null;null;2.00;3.27;4.55;Cagliari;Bologna
1572692053-14458;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Torino-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/torino-genoa/86VtlN9g/;;;2.20;3.20;3.50;Torino;Genoa
1572691664-11940;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Chievo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/chievo-fiorentina/nJmE9LIm/;;;2.99;3.39;2.56;Chievo;Fiorentina
1572692084-14662;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Chievo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/chievo-udinese/Y54QSCwo/;;;3.10;3.20;2.40;Chievo;Udinese
1572691978-13944;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/torino-napoli/MTVOO6tr/;null;null;4.70;3.70;1.65;Torino;Napoli
1572691627-11679;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sampdoria-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sampdoria-ac-milan/6oDueM3f/;;;3.70;3.55;2.02;Sampdoria;AC Milan
1572691617-11618;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/as-roma-udinese/KlHqftJ0/;;;1.24;6.99;14.65;AS Roma;Udinese
1572692176-15262;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Genoa-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/genoa-udinese/8tKIGO6B/;;;2.25;3.05;3.50;Genoa;Udinese
1572692578-17771;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-lazio/ddirmBat/;;;2.88;3.40;2.30;Fiorentina;Lazio
1572691579-11360;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Verona-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/verona-sampdoria/zwDeaGwq/;;;3.50;3.30;2.15;Verona;Sampdoria
1572691448-10519;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-genoa/AZofQks6/;;;1.88;3.66;4.23;Sassuolo;Genoa
1572691644-11801;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Udinese-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/udinese-sampdoria/Q9nI8uYg/;;;2.40;3.30;2.88;Udinese;Sampdoria
1572692024-14271;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-inter/ENf2xQAs/;;;5.00;3.75;1.70;Sassuolo;Inter
1572692056-14466;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sampdoria-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sampdoria-spal/Qstxk3fm/;;;1.83;3.50;4.45;Sampdoria;Spal
1572692274-15827;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Chievo-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/chievo-cagliari/EuEgZTI7/;;;2.14;3.05;3.70;Chievo;Cagliari
1572692640-18197;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-napoli/Q9nFA5c4/;;;6.64;4.37;1.45;Fiorentina;Napoli
1572692592-17857;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Spal-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/spal-as-roma/8YFlfpDN/;null;null;4.75;3.60;1.77;Spal;AS Roma
1572692183-15316;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Crotone-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/crotone-cagliari/0GGAIpxa/;;;2.62;3.00;3.09;Crotone;Cagliari
1572692297-15969;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/ac-milan-sampdoria/p0MxwCJr/;;;1.65;3.90;5.50;AC Milan;Sampdoria
1572691920-13590;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Inter-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/inter-chievo/WbNJJKbo/;null;null;1.40;4.80;7.50;Inter;Chievo
1572692216-15487;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Bologna-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/bologna-fiorentina/nm7pVNL4/;;;3.25;3.30;2.28;Bologna;Fiorentina
1572691824-13013;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-as-roma/zZx8veK6/;null;null;3.20;3.65;2.14;Fiorentina;AS Roma
1572692547-17550;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-spal/fTpikbVQ/;;;1.50;4.20;7.30;Fiorentina;Spal
1572691468-10642;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-as-roma/pIqTBjSC/;;;2.75;3.25;2.40;Atalanta;AS Roma
1572691770-12654;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-verona/E342yV7c/;null;null;1.31;5.25;9.75;Atalanta;Verona
1572691603-11526;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Atalanta-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/atalanta-crotone/617K7vW2/;;;1.36;5.13;11.40;Atalanta;Crotone
1572691849-13192;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Spal-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/spal-fiorentina/4EjfjhJI/;null;null;4.00;3.50;1.95;Spal;Fiorentina
1572692698-18595;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Verona-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/verona-udinese/E7K0Iger/;;;7.00;5.00;1.45;Verona;Udinese
1572692459-17012;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/udinese-fiorentina/G2FFSO0a/;;;3.50;3.25;2.10;Udinese;Fiorentina
1572692535-17485;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Benevento;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-benevento/4OoStzw7/;;;1.64;4.00;5.00;Sassuolo;Benevento
1572692344-16251;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Napoli-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/napoli-as-roma/QDM2VQGt/;;;1.59;3.95;5.85;Napoli;AS Roma
1572691999-14117;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Bologna-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/bologna-juventus/EN8c8od1/;null;null;7.00;4.25;1.48;Bologna;Juventus
1572692191-15341;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AC Milan-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/ac-milan-lazio/v1S1K67n/;;;2.46;3.20;2.99;AC Milan;Lazio
1572692470-17076;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Torino-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/torino-crotone/nTABT4og/;;;1.57;4.00;7.00;Torino;Crotone
1572692017-14233;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Udinese-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/udinese-verona/nygAz4uf/;;;1.70;3.75;5.00;Udinese;Verona
1572691855-13234;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Inter-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/inter-atalanta/p4Kb1IRJ/;null;null;1.87;3.50;4.75;Inter;Atalanta
1572691661-11901;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Lazio-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/lazio-sassuolo/GzcrFseQ/;;;1.52;4.40;6.10;Lazio;Sassuolo
1572691677-12034;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Juventus-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/juventus-lazio/4It67jgH/;;;1.56;4.10;6.00;Juventus;Lazio
1572692231-15562;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-juventus/M5LSs15A/;;;4.30;3.50;1.85;Fiorentina;Juventus
1572691831-13053;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Cagliari-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/cagliari-verona/IcSCwFZC/;null;null;1.75;3.60;5.00;Cagliari;Verona
1572691958-13810;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-crotone/SlFFG9lL/;;;1.70;3.70;5.75;Sassuolo;Crotone
1572691750-12514;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-udinese/j9eNW6MS/;null;null;1.80;3.20;4.00;Sassuolo;Udinese
1572692698-18589;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Verona-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/verona-udinese/E7K0Iger/;;;8.00;4.75;1.39;Verona;Udinese
1572692373-16433;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Benevento;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-benevento/8xU6aQWC/;;;1.40;4.50;8.50;Fiorentina;Benevento
1572692637-18181;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sampdoria-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sampdoria-cagliari/fkvW6NdT/;;;1.95;3.60;4.20;Sampdoria;Cagliari
1572691684-12078;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Sassuolo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/sassuolo-chievo/zwkkBYgh/;;;2.25;3.31;3.65;Sassuolo;Chievo
1572691560-11254;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Napoli-Benevento;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/napoli-benevento/QmZcjw1S/;;;1.08;9.75;19.00;Napoli;Benevento
1572691538-11095;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-bologna/6mSoguH9/;;;1.53;4.20;6.25;Fiorentina;Bologna
1572692245-15642;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Torino-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/torino-udinese/p21dct5c/;;;1.83;3.74;5.05;Torino;Udinese
1572692515-17366;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AC Milan-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/ac-milan-sassuolo/KdD5w1WE/;;;1.51;4.30;6.70;AC Milan;Sassuolo
1572692390-16554;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Udinese-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/udinese-sassuolo/UmMVKXbj/;;;2.23;3.10;3.60;Udinese;Sassuolo
1572692080-14648;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Fiorentina-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/fiorentina-inter/n9h8idGo/;;;2.35;3.10;2.75;Fiorentina;Inter
1572692554-17596;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;AC Milan-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/ac-milan-napoli/A1nOsGN0/;;;4.20;3.65;1.90;AC Milan;Napoli
1572692610-17993;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/results/;Chievo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2017-2018/chievo-inter/IPKPalqn/;null;null;8.00;4.20;1.50;Chievo;Inter
