web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 22;Bookie;Home;Draw;Away;Home_team;Away_team
1572690613-7979;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-spal/UyMeUYkh/;;;1.40;4.50;8.50;Inter;Spal
1572689887-3462;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-sassuolo/Mib9nXqH/;;;2.40;3.10;2.88;Spal;Sassuolo
1572690806-9208;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-chievo/hE7aBEp6/;null;null;1.17;7.50;15.00;Lazio;Chievo
1572690051-4414;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-genoa/CGFnCyJn/;;;1.36;4.80;10.50;Inter;Genoa
1572690343-6286;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-inter/WMXPeVjd/;;;7.29;4.67;1.47;Empoli;Inter
1572689722-2471;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-empoli/l45I2kZL/;;;2.00;3.45;3.75;Genoa;Empoli
1572690800-9172;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-sassuolo/OfiJRZUn/;null;null;2.20;3.00;3.10;Udinese;Sassuolo
1572689756-2623;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-spal/bD7cO5er/;;;1.65;3.64;5.26;Torino;Spal
1572690764-8983;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-udinese/pl4iDzGg/;;;1.69;4.03;5.55;AS Roma;Udinese
1572690620-8010;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-lazio/MXFuOcTI/;;;3.05;3.40;2.40;Fiorentina;Lazio
1572690591-7814;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-frosinone/pYedSi37/;;;1.74;3.35;5.30;Genoa;Frosinone
1572690825-9348;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-sampdoria/tW1ESFFt/;null;null;2.05;3.10;3.30;Bologna;Sampdoria
1572689810-2946;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-ac-milan/x461NPAl/;;;4.75;3.40;1.83;Cagliari;AC Milan
1572690262-5781;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-spal/rwyehdp4/;;;1.18;7.20;16.00;Napoli;Spal
1572690803-9189;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-ac-milan/j7M48CUO/;null;null;5.30;3.75;1.67;Parma;AC Milan
1572690516-7333;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-torino/rqWsNdRR/;;;1.40;4.65;8.30;Napoli;Torino
1572690272-5847;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-atalanta/fHf0WENp/;;;4.10;3.65;1.87;Genoa;Atalanta
1572690667-8324;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-genoa/r9DQX7dp/;null;null;2.63;3.00;3.00;Udinese;Genoa
1572690104-4745;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-bologna/bittMCnB/;;;3.00;3.10;2.55;Chievo;Bologna
1572690013-4238;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-bologna/C0ROddJa/;;;1.79;3.50;4.80;Sassuolo;Bologna
1572689851-3223;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-as-roma/6cwiYtP6/;;;5.30;3.77;1.68;Bologna;AS Roma
1572690786-9114;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-bologna/2BZDaHof/;null;null;2.05;3.40;3.80;Fiorentina;Bologna
1572689837-3127;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-napoli/UcZVYDFH/;;;4.88;3.64;1.79;Torino;Napoli
1572689786-2847;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-sampdoria/pU99L3u1/;;;3.19;3.09;2.50;Frosinone;Sampdoria
1572690549-7556;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-napoli/vB1CxxRE/;;;9.25;5.10;1.33;Parma;Napoli
1572689830-3078;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-cagliari/v9tJyGVb/;;;2.40;3.25;3.05;Parma;Cagliari
1572689962-3952;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-genoa/6sX537zF/;;;1.14;8.40;22.00;Juventus;Genoa
1572689876-3393;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-sampdoria/QPSvXipU/;;;2.25;3.30;3.20;Cagliari;Sampdoria
1572690259-5750;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-bologna/CCuaiGaA/;;;2.60;3.10;3.00;Parma;Bologna
1572690353-6344;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-parma/pE7PiEVP/;;;2.20;3.00;4.00;Udinese;Parma
1572690735-8786;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-ac-milan/d6KTKRH2/;null;null;1.85;3.30;4.75;Juventus;AC Milan
1572690337-6226;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-sampdoria/OGKBJYr3/;;;1.19;6.80;15.50;Juventus;Sampdoria
1572691005-10408;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-parma/d2pt06bQ/;;;1.17;8.20;15.50;AS Roma;Parma
1572689942-3806;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-sassuolo/IcCSkl6F/;;;1.39;4.65;8.30;Napoli;Sassuolo
1572690155-5080;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-bologna/nobQl2ME/;;;1.93;3.10;3.90;Sampdoria;Bologna
1572690444-6921;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-sassuolo/2mDCB8Mb/;;;2.45;3.20;3.00;Genoa;Sassuolo
1572690112-4785;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-sampdoria/S643wEHo/;;;1.40;4.90;7.25;AS Roma;Sampdoria
1572690164-5133;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-udinese/t8cUmMyL/;;;1.99;3.40;3.93;Sassuolo;Udinese
1572689683-2283;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-udinese/AgWAqASq/;;;2.70;3.15;2.70;Parma;Udinese
1572690071-4518;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-spal/YV3eAFma/;;;1.35;4.90;9.25;Lazio;Spal
1572690063-4474;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-torino/IJ577DXH/;;;2.91;3.15;2.66;Sampdoria;Torino
1572690131-4926;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-chievo/8tKmyqhF/;;;1.11;7.75;13.00;Napoli;Chievo
1572690546-7530;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-cagliari/vFHDHzkk/;;;1.75;3.50;5.25;Sampdoria;Cagliari
1572690882-9661;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-cagliari/IeLKZlTN/;;;1.21;7.00;13.00;Napoli;Cagliari
1572690180-5249;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-napoli/IF9NUtVr/;;;3.20;3.40;2.25;Atalanta;Napoli
1572689728-2482;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-bologna/6uGD3VJF/;;;3.40;3.10;2.36;Frosinone;Bologna
1572690500-7217;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-frosinone/bedv3yzd/;;;1.12;9.00;22.00;Juventus;Frosinone
1572690915-9878;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-empoli/CdaOWLCq/;;;2.15;3.70;2.95;Sampdoria;Empoli
1572690423-6798;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-parma/fN94DUin/;;;1.16;7.00;16.00;Juventus;Parma
1572689775-2772;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-cagliari/xrVQAnRr/;;;1.33;4.50;8.50;Atalanta;Cagliari
1572690494-7180;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-spal/CM2dBaSF/;;;1.33;5.00;10.00;Atalanta;Spal
1572689717-2441;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-torino/Sf4M19lS/;;;1.60;3.90;6.00;Inter;Torino
1572690862-9543;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-udinese/6w99xiq5/;;;1.38;4.70;8.75;Atalanta;Udinese
1572689897-3532;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-cagliari/zFfxuXic/;null;null;1.41;4.40;8.50;Inter;Cagliari
1572690386-6583;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-udinese/pjRtbkha/;;;1.87;3.31;4.31;Sampdoria;Udinese
1572690664-8303;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-cagliari/byxfwUYM/;;;2.55;3.05;2.95;Chievo;Cagliari
1572689897-3528;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-cagliari/zFfxuXic/;null;null;1.35;5.30;8.00;Inter;Cagliari
1572690764-8981;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-udinese/pl4iDzGg/;;;1.63;3.98;4.87;AS Roma;Udinese
1572689834-3121;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-spal/ENtaWKgJ/;;;1.75;3.60;5.00;Fiorentina;Spal
1572690432-6847;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-fiorentina/EVIcf7iO/;;;3.78;3.22;2.02;Udinese;Fiorentina
1572690158-5102;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-juventus/vVcWSKae/;;;5.20;3.50;1.60;Fiorentina;Juventus
1572689830-3082;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-cagliari/v9tJyGVb/;;;2.35;3.30;2.95;Parma;Cagliari
1572689786-2841;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-sampdoria/pU99L3u1/;;;3.20;3.10;2.30;Frosinone;Sampdoria
1572689778-2786;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-fiorentina/Ykj4so2K/;;;1.43;4.72;7.20;Napoli;Fiorentina
1572690757-8944;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-chievo/fsvZbpeq/;;;1.45;4.33;7.50;Bologna;Chievo
1572690115-4811;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-juventus/jkLKEUvo/;;;5.42;3.61;1.76;AC Milan;Juventus
1572690741-8841;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-genoa/UaWodru2/;;;1.27;5.50;12.00;Napoli;Genoa
1572690444-6928;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-sassuolo/2mDCB8Mb/;;;2.35;3.00;2.85;Genoa;Sassuolo
1572689722-2474;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-empoli/l45I2kZL/;;;2.02;3.58;3.96;Genoa;Empoli
1572690245-5669;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-lazio/2ojehyT6/;;;2.10;3.40;3.50;Atalanta;Lazio
1572689670-2214;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-juventus/AeBU3vEb/;;;14.50;6.10;1.22;Chievo;Juventus
1572690097-4690;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-lazio/6c37xYWi/;;;4.10;3.60;1.95;Sassuolo;Lazio
1572690183-5270;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-inter/UXVHvIb7/;;;1.55;3.80;7.00;Juventus;Inter
1572689745-2559;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-as-roma/8S0QVm38/;;;2.38;3.50;2.85;AC Milan;AS Roma
1572690588-7788;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-juventus/29Qtz4MD/;;;2.45;3.00;2.95;Napoli;Juventus
1572690268-5823;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-as-roma/8Krreb0o/;;;1.45;4.55;7.00;Juventus;AS Roma
1572690444-6909;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-sassuolo/2mDCB8Mb/;;;2.38;3.20;3.10;Genoa;Sassuolo
1572690676-8400;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-atalanta/U1XkvAJG/;;;5.80;4.10;1.57;Parma;Atalanta
1572690284-5934;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-empoli/Yohk2XDS/;;;1.78;3.66;5.15;Torino;Empoli
1572689879-3419;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-torino/8lYZXXUN/;;;1.74;3.75;4.80;Atalanta;Torino
1572690497-7210;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-cagliari/O21L9niB/;;;1.47;4.27;8.52;AC Milan;Cagliari
1572690872-9612;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-spal/Q1rnjAD4/;;;3.30;2.95;2.15;Chievo;Spal
1572690516-7327;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-torino/rqWsNdRR/;;;1.39;4.40;9.70;Napoli;Torino
1572690398-6686;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-juventus/YcS25XaP/;;;3.75;3.10;1.90;Lazio;Juventus
1572690444-6923;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-sassuolo/2mDCB8Mb/;;;2.35;3.35;3.00;Genoa;Sassuolo
1572690281-5914;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-fiorentina/4nxigxVc/;;;2.25;3.20;3.40;AC Milan;Fiorentina
1572690212-5449;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-bologna/Y5x9tvUf/;;;2.05;3.45;3.60;Empoli;Bologna
1572689983-4098;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-atalanta/ILjBsQDe/;;;5.95;4.16;1.61;Chievo;Atalanta
1572690330-6195;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-bologna/E5DOGWSL/;;;1.28;5.75;10.50;Napoli;Bologna
1572689824-3046;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-empoli/zyzSZg0B/;;;2.15;3.30;3.55;Sassuolo;Empoli
1572689841-3162;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-genoa/hhrBwx1n/;;;1.45;4.50;7.00;Lazio;Genoa
1572689841-3168;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-genoa/hhrBwx1n/;;;1.38;4.33;6.50;Lazio;Genoa
1572690520-7352;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-sampdoria/nHxZOIdF/;;;1.48;4.10;7.00;Inter;Sampdoria
1572690539-7497;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-as-roma/MZjHydtL/;;;7.40;4.70;1.43;Frosinone;AS Roma
1572689952-3890;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-sampdoria/zwwPVSEq/;;;1.53;4.00;6.00;Atalanta;Sampdoria
1572690164-5146;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-udinese/t8cUmMyL/;;;1.98;3.10;3.60;Sassuolo;Udinese
1572690813-9250;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-as-roma/4AAnXe7P/;;;1.89;3.75;3.90;Inter;AS Roma
1572690682-8432;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-spal/fJZGh9Y9/;;;3.00;3.10;2.50;Frosinone;Spal
1572689768-2721;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-udinese/SWNw8pB1/;;;1.73;3.80;5.25;Fiorentina;Udinese
1572690081-4576;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-atalanta/vTpYhEIO/;;;5.00;3.75;1.70;Bologna;Atalanta
1572689737-2518;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-sassuolo/bFC55ik3/;;;2.40;3.25;3.05;Cagliari;Sassuolo
1572690317-6114;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-sassuolo/464x5ZT9/;;;1.48;3.90;5.50;AS Roma;Sassuolo
1572690872-9596;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-spal/Q1rnjAD4/;;;3.60;3.05;2.18;Chievo;Spal
1572690059-4471;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-ac-milan/ze0C6XnO/;;;4.61;3.33;1.93;Udinese;AC Milan
1572690908-9846;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-sassuolo/l2USZ9pL/;null;null;1.57;4.00;6.00;Torino;Sassuolo
1572689887-3446;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-sassuolo/Mib9nXqH/;;;2.40;3.20;3.10;Spal;Sassuolo
1572689765-2707;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-frosinone/6NMs74Q7/;;;1.25;5.50;12.00;Lazio;Frosinone
1572689897-3531;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-cagliari/zFfxuXic/;null;null;1.40;4.70;8.00;Inter;Cagliari
1572689971-4017;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-ac-milan/CKX14mL8/;;;2.39;3.27;2.89;Inter;AC Milan
1572689703-2367;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-lazio/pl6mcTdq/;;;1.49;4.45;6.80;Juventus;Lazio
1572690148-5019;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-torino/0INiHN0q/;;;2.90;3.22;2.58;Cagliari;Torino
