start;url;match;href;Bookmakers: 21;Bookie;Home;Draw;Away;Home_team;Away_team
1572704528-36128;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-torino/bFpRibLT/;;;2.70;3.50;2.63;Empoli;Torino
1572704476-35780;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-napoli/KMQKpP7n/;;;7.40;4.60;1.43;Torino;Napoli
1572703668-30255;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-udinese/Whjs89Ct/;;;1.25;5.50;13.00;Napoli;Udinese
1572703653-30137;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-atalanta/SKNKj8s6/;;;1.67;3.60;5.00;AC Milan;Atalanta
1572703537-29359;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-chievo/GOhpD1gp/;;;2.10;3.35;3.70;Genoa;Chievo
1572703728-30646;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-verona/nqJSJ6Bh/;;;2.40;3.20;2.85;Frosinone;Verona
1572703755-30819;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-genoa/YJHe9Dg2/;null;null;1.62;3.80;5.50;Inter;Genoa
1572703702-30470;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-sassuolo/46lk6msg/;;;2.10;3.30;3.30;Genoa;Sassuolo
1572704026-32614;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-napoli/Q5bhPs6L/;;;3.75;3.40;2.22;Lazio;Napoli
1572704135-33320;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-lazio/pCY3yoeo/;;;6.79;4.32;1.45;Frosinone;Lazio
1572703474-28941;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-udinese/tAWlO6pl/;;;2.88;3.05;2.65;Bologna;Udinese
1572703869-31566;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-inter/W801u0eQ/;;;3.60;3.13;2.25;Empoli;Inter
1572704063-32857;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-carpi/MDsKGAJI/;;;1.14;8.00;20.00;Napoli;Carpi
1572703883-31654;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-udinese/6qQ9mcmm/;null;null;3.20;3.13;2.45;Carpi;Udinese
1572703330-28005;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-sampdoria/CWZSUB2d/;;;1.32;5.21;8.88;Napoli;Sampdoria
1572703976-32295;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-torino/A3JFhqVq/;;;1.80;3.41;4.90;Fiorentina;Torino
1572703999-32440;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-fiorentina/QoW6Dp79/;;;3.19;3.19;2.26;Genoa;Fiorentina
1572704254-34153;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-juventus/tf8K2rBs/;null;null;4.90;3.30;1.84;Torino;Juventus
1572703761-30857;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-sassuolo/xhOnBZOk/;;;2.30;3.20;3.30;Sampdoria;Sassuolo
1572704455-35618;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-bologna/Y3iG4PsL/;null;null;2.40;3.34;3.30;Empoli;Bologna
1572703943-32062;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-torino/GGCgUEVR/;null;null;2.40;3.15;3.15;Sassuolo;Torino
1572703640-30055;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-atalanta/EHcox9SC/;null;null;2.73;3.00;2.85;Bologna;Atalanta
1572704476-35774;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-napoli/KMQKpP7n/;;;7.00;4.60;1.44;Torino;Napoli
1572703610-29854;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-chievo/AsbIn2p3/;;;1.70;3.60;4.70;AC Milan;Chievo
1572703776-30970;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-palermo/nN5wYdW2/;;;1.70;3.50;5.25;Atalanta;Palermo
1572703928-31968;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-empoli/IoCklUwb/;null;null;2.35;3.12;3.64;Chievo;Empoli
1572703675-30299;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-juventus/6BMOkSdC/;null;null;5.00;3.50;1.75;Empoli;Juventus
1572703841-31392;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-genoa/p0hEJIY6/;;;1.50;4.33;6.50;AS Roma;Genoa
1572703959-32172;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-napoli/rNt2EQi3/;;;7.30;4.15;1.49;Sampdoria;Napoli
1572703834-31335;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-juventus/2y39KbJ0/;;;10.25;4.45;1.37;Carpi;Juventus
1572703892-31729;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-empoli/ShR5lwYt/;;;1.91;3.30;4.33;Torino;Empoli
1572703481-28998;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-sampdoria/pvoJTSMQ/;;;1.94;3.70;4.22;Atalanta;Sampdoria
1572703725-30622;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-carpi/nPzpE2uU/;;;1.60;3.50;7.00;Genoa;Carpi
1572703361-28201;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-torino/hje2qBHk/;;;2.88;3.25;2.38;Verona;Torino
1572703494-29074;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-inter/UkZS6QWA/;;;3.74;3.39;1.97;Sampdoria;Inter
1572704354-34927;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-empoli/joqjsVqc/;null;null;1.57;3.80;6.00;Lazio;Empoli
1572704037-32679;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-bologna/hMRuGwT7/;null;null;2.95;3.10;2.66;Frosinone;Bologna
1572704056-32823;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-chievo/0QXeMEks/;;;1.61;3.60;6.50;Torino;Chievo
1572704203-33801;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-udinese/Aik3d7l8/;null;null;3.80;3.54;2.11;Frosinone;Udinese
1572703675-30289;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-juventus/6BMOkSdC/;null;null;5.25;3.40;1.75;Empoli;Juventus
1572703303-27826;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-atalanta/fFcNpRdP/;;;1.50;4.20;6.57;Inter;Atalanta
1572703916-31878;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-sassuolo/AuyT1m8c/;null;null;1.30;5.00;9.00;Napoli;Sassuolo
1572703394-28425;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-lazio/Qeywdl1e/;;;1.73;3.50;4.50;Napoli;Lazio
1572703494-29078;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-inter/UkZS6QWA/;;;3.80;3.40;1.95;Sampdoria;Inter
1572704354-34915;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-empoli/joqjsVqc/;null;null;1.50;4.35;6.20;Lazio;Empoli
1572703384-28356;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-empoli/MNhf4CgF/;;;2.30;3.10;3.25;Udinese;Empoli
1572704480-35794;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-genoa/l2Iyss7B/;;;2.95;3.10;2.40;Sampdoria;Genoa
1572704494-35886;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-udinese/vo0cbrxn/;;;3.30;3.10;2.25;Atalanta;Udinese
1572704154-33460;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-verona/02Besyq4/;;;1.95;3.70;3.75;Udinese;Verona
1572704278-34345;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-sassuolo/hIDNAc9I/;null;null;3.10;3.00;2.35;Carpi;Sassuolo
1572704487-35832;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-palermo/GlKTr3xa/;;;1.67;3.75;5.40;Fiorentina;Palermo
1572704339-34796;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-genoa/CfOGSVU3/;null;null;2.75;3.05;2.75;Carpi;Genoa
1572704118-33217;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-chievo/I1lPrT2B/;;;2.50;3.20;2.95;Verona;Chievo
1572703827-31298;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-ac-milan/C6p0sMQD/;;;5.75;3.80;1.58;Frosinone;AC Milan
1572703992-32411;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-verona/UJEk5MEk/;;;1.70;3.50;5.50;Torino;Verona
1572704221-33916;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-sampdoria/ttTolqdl/;null;null;2.36;3.25;3.47;Empoli;Sampdoria
1572703830-31324;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-chievo/GK0cN0Zs/;;;1.55;3.80;7.50;Fiorentina;Chievo
1572703477-28979;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-empoli/S2jEU87K/;;;3.30;3.30;2.20;Frosinone;Empoli
1572704208-33811;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-carpi/lrl7eR3E/;null;null;2.05;3.25;4.00;Bologna;Carpi
1572703858-31493;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-torino/2cvpXy36/;;;1.40;4.75;8.00;Napoli;Torino
1572704514-36036;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-carpi/M9k2c2ih/;;;2.10;3.70;3.40;Udinese;Carpi
1572703816-31240;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-udinese/Op45Lv4f/;;;1.75;3.50;4.50;Torino;Udinese
1572703643-30062;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-empoli/Wh8twkD6/;null;null;2.48;3.20;3.40;Palermo;Empoli
1572704185-33653;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-sampdoria/W8pOY3d1/;null;null;2.50;3.20;2.80;Verona;Sampdoria
1572703640-30039;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-atalanta/EHcox9SC/;null;null;2.66;3.15;2.85;Bologna;Atalanta
1572703418-28565;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-ac-milan/EHHXHVNE/;;;3.15;3.30;2.38;Udinese;AC Milan
1572704424-35388;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-chievo/0bmXs2z8/;null;null;1.98;3.56;4.29;Atalanta;Chievo
1572704278-34338;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-sassuolo/hIDNAc9I/;null;null;3.15;3.10;2.49;Carpi;Sassuolo
1572703614-29881;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-empoli/vNkZrKqS/;;;2.50;3.20;2.88;Sampdoria;Empoli
1572704121-33234;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-sampdoria/pljHpkYb/;;;1.50;4.00;6.50;Inter;Sampdoria
1572704266-34256;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-fiorentina/Wr1Xate0/;null;null;6.00;3.80;1.62;Frosinone;Fiorentina
1572703610-29860;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-chievo/AsbIn2p3/;;;1.70;3.75;5.70;AC Milan;Chievo
1572703477-28966;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-empoli/S2jEU87K/;;;3.30;3.20;2.20;Frosinone;Empoli
1572703903-31793;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-napoli/UPZbR6Wp/;;;13.00;7.20;1.20;Frosinone;Napoli
1572703999-32443;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-fiorentina/QoW6Dp79/;;;3.30;3.10;2.30;Genoa;Fiorentina
1572703634-30013;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-frosinone/px6UuiTm/;null;null;1.25;5.50;13.00;Fiorentina;Frosinone
1572703470-28915;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-ac-milan/nmXpPnVs/;;;2.60;3.15;2.80;Genoa;AC Milan
1572704458-35644;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-frosinone/Q1Wfcsze/;null;null;1.25;6.00;11.00;AC Milan;Frosinone
1572703504-29156;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-bologna/OCYW5pnH/;;;1.22;6.00;16.00;Juventus;Bologna
1572703738-30711;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-atalanta/Qk6fY5Qo/;;;1.44;4.34;7.79;AS Roma;Atalanta
1572704144-33389;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-ac-milan/SzblqcEi/;null;null;1.57;4.00;6.50;Napoli;AC Milan
1572703380-28323;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-bologna/rH5SkDvM/;;;2.00;3.50;4.00;Sampdoria;Bologna
1572704093-33061;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-sassuolo/YiBxZiZn/;;;3.40;2.95;2.35;Chievo;Sassuolo
1572703979-32312;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-palermo/2XCc30q2/;null;null;2.25;3.20;3.20;Carpi;Palermo
1572703692-30407;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-sampdoria/4KTNKndn/;;;2.12;3.35;3.55;Udinese;Sampdoria
1572704394-35161;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-verona/W4GsXpMk/;null;null;1.85;3.40;4.50;Empoli;Verona
1572703313-27900;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-chievo/hAuAyNJB/;;;2.34;3.20;3.25;Empoli;Chievo
1572703837-31371;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-napoli/AwOURtRQ/;;;6.71;4.26;1.50;Atalanta;Napoli
1572704178-33614;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-napoli/lSqqYW5j/;;;3.60;3.25;2.15;Fiorentina;Napoli
1572703428-28640;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-genoa/M5aO7o07/;;;1.91;3.50;4.60;Lazio;Genoa
1572704254-34160;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-juventus/tf8K2rBs/;null;null;5.50;3.40;1.80;Torino;Juventus
1572703678-30309;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-lazio/EyMSlnCI/;;;2.10;3.40;3.90;AS Roma;Lazio
1572703587-29696;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-fiorentina/hUV9xIMe/;;;5.20;3.80;1.75;Verona;Fiorentina
1572703289-27737;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-napoli/6DqEzsZH/;;;4.80;3.50;1.76;Sassuolo;Napoli
1572703646-30085;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-sampdoria/h29xvVc0/;;;2.20;3.40;3.30;Chievo;Sampdoria
1572703646-30087;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-sampdoria/h29xvVc0/;;;2.15;3.25;3.40;Chievo;Sampdoria
1572704066-32879;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-juventus/vVBYZXJt/;;;14.00;6.10;1.24;Frosinone;Juventus
1572704030-32634;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-genoa/vJNyHJD1/;;;1.28;5.30;12.00;Juventus;Genoa
1572703634-30004;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-frosinone/px6UuiTm/;null;null;1.22;6.50;15.00;Fiorentina;Frosinone
1572704239-34050;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-ac-milan/l6WgnNQ0/;null;null;4.33;3.30;1.95;Chievo;AC Milan
1572703725-30618;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-carpi/nPzpE2uU/;;;1.60;3.70;6.00;Genoa;Carpi
1572703637-30033;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-verona/dElhauU8/;null;null;2.58;3.05;2.97;Carpi;Verona
1572703896-31752;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-juventus/AyNQqFnC/;;;6.50;4.00;1.55;Sampdoria;Juventus
1572703607-29819;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-udinese/0WjVq0UL/;;;1.40;5.00;7.80;AS Roma;Udinese
1572704297-34475;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-palermo/8UR1FLfm/;null;null;2.31;3.20;3.30;Chievo;Palermo
1572703337-28037;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-lazio/nX0qjMY4/;;;3.75;3.30;2.11;Chievo;Lazio
1572704248-34119;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-inter/voMh7O2Q/;null;null;1.83;3.50;4.50;AS Roma;Inter
1572703689-30368;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-napoli/z5kA1PeO/;;;8.40;4.75;1.39;Verona;Napoli
1572703365-28226;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-atalanta/EyEBgeuc/;null;null;2.20;3.20;3.20;Sassuolo;Atalanta
1572704412-35296;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-lazio/QueKp4jk/;null;null;3.24;3.51;2.34;Sampdoria;Lazio
1572703361-28193;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-torino/hje2qBHk/;;;2.90;3.40;2.45;Verona;Torino
