start;url;match;href;Bookmakers: 21;Bookie;Home;Draw;Away;Home_team;Away_team
1572704003-32475;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-juventus/4xVAC4MF/;;;8.75;3.95;1.47;Chievo;Juventus
1572703391-28388;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-sampdoria/b9ZpfSV7/;;;1.73;3.60;5.20;Torino;Sampdoria
1572704366-35019;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-bologna/tzbYg8T2/;null;null;1.25;5.50;12.00;Napoli;Bologna
1572703879-31623;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-lazio/dYIMpeX5/;;;2.11;3.25;3.90;Fiorentina;Lazio
1572703404-28477;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-fiorentina/ELXYdUok/;;;4.25;3.50;1.92;Carpi;Fiorentina
1572703630-29981;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-napoli/OS4YvBrf/;;;5.00;4.00;1.65;Genoa;Napoli
1572704297-34483;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-palermo/8UR1FLfm/;null;null;2.15;3.10;3.50;Chievo;Palermo
1572703996-32429;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-empoli/IqBo62aq/;;;1.29;5.00;12.00;Napoli;Empoli
1572703943-32076;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-torino/GGCgUEVR/;null;null;2.40;3.30;2.75;Sassuolo;Torino
1572703725-30621;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-carpi/nPzpE2uU/;;;1.57;3.75;6.50;Genoa;Carpi
1572704446-35534;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-sampdoria/rwsjbNKl/;null;null;1.93;3.70;3.95;Palermo;Sampdoria
1572704309-34569;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-inter/IaopSbvg/;null;null;5.80;4.05;1.69;Frosinone;Inter
1572703497-29107;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-as-roma/OWGFBlIu/;;;4.50;3.50;1.83;Palermo;AS Roma
1572703789-31067;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-as-roma/4tLMT2dE/;null;null;1.75;3.55;5.00;Napoli;AS Roma
1572704455-35610;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-bologna/Y3iG4PsL/;null;null;2.35;3.20;3.00;Empoli;Bologna
1572703477-28962;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-empoli/S2jEU87K/;;;3.50;3.30;2.35;Frosinone;Empoli
1572704100-33101;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-atalanta/Q7PoV9YB/;;;2.10;3.40;3.50;Sampdoria;Atalanta
1572704191-33700;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-lazio/OrsGzQRl/;null;null;2.62;3.20;3.00;Torino;Lazio
1572703340-28070;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-inter/EoHPVimj/;;;5.75;3.75;1.61;Carpi;Inter
1572704104-33129;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-torino/vBTkUTmI/;;;3.75;3.10;2.15;Palermo;Torino
1572704401-35191;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-torino/KQdxgSr9/;null;null;1.40;4.80;8.00;AS Roma;Torino
1572703855-31479;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-fiorentina/CSLzfaAJ/;;;5.00;3.60;1.75;Palermo;Fiorentina
1572704275-34319;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-empoli/KO59Y01P/;null;null;1.30;5.00;12.00;Juventus;Empoli
1572704009-32512;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-inter/vkdtSqM2/;;;2.70;3.00;3.00;AC Milan;Inter
1572703333-28031;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-verona/Ii9Sg4Zu/;;;2.02;3.45;3.75;Genoa;Verona
1572704141-33361;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-palermo/lpappwao/;;;1.30;5.80;9.80;AS Roma;Palermo
1572704077-32950;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-udinese/04tOFUYO/;;;1.48;4.10;6.75;AC Milan;Udinese
1572703692-30391;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-sampdoria/4KTNKndn/;;;2.11;3.45;3.65;Udinese;Sampdoria
1572703558-29504;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-bologna/ImZvZrG3/;;;2.28;3.18;3.76;Carpi;Bologna
1572703820-31261;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-palermo/b3KQSMBK/;;;2.25;3.26;3.29;Sampdoria;Palermo
1572703326-27989;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-fiorentina/dr8WhOln/;;;2.50;3.20;2.90;Torino;Fiorentina
1572703425-28618;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-sassuolo/6FdCAmGl/;;;2.15;3.40;3.60;Palermo;Sassuolo
1572704144-33386;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-ac-milan/SzblqcEi/;null;null;1.52;4.07;5.96;Napoli;AC Milan
1572703678-30308;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-lazio/EyMSlnCI/;;;2.05;3.20;3.60;AS Roma;Lazio
1572703530-29328;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-fiorentina/URdlCL8j/;;;1.68;4.12;5.54;Napoli;Fiorentina
1572703299-27805;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-udinese/2LncvPZh/;;;1.33;5.00;13.00;Juventus;Udinese
1572703982-32328;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-sassuolo/IuepR3y9/;;;2.49;3.20;3.35;Atalanta;Sassuolo
1572703848-31443;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-atalanta/WWrlWeIC/;;;2.15;3.10;3.75;Udinese;Atalanta
1572704339-34815;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-genoa/CfOGSVU3/;null;null;2.70;3.25;2.70;Carpi;Genoa
1572704090-33036;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-frosinone/CrAtYBlg/;;;1.45;4.10;7.50;Empoli;Frosinone
1572704125-33254;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-carpi/YDnDoVIh/;;;1.62;3.60;5.72;Torino;Carpi
1572704043-32726;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-udinese/AwzPJLTr/;;;2.04;3.29;3.63;Empoli;Udinese
1572703634-30014;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-frosinone/px6UuiTm/;null;null;1.27;6.00;12.00;Fiorentina;Frosinone
1572704063-32861;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-carpi/MDsKGAJI/;;;1.20;6.50;15.00;Napoli;Carpi
1572703614-29867;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-empoli/vNkZrKqS/;;;2.60;3.20;2.88;Sampdoria;Empoli
1572704248-34108;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-inter/voMh7O2Q/;null;null;1.86;3.55;4.50;AS Roma;Inter
1572703527-29297;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-lazio/lf6gNoHi/;;;3.10;3.25;2.30;Sassuolo;Lazio
1572703844-31416;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-sampdoria/ADvvgJPP/;;;2.30;3.10;3.10;Genoa;Sampdoria
1572703568-29557;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-torino/6D7SPvwj/;null;null;1.90;3.45;4.30;Lazio;Torino
1572704263-34239;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-genoa/bexSLNHJ/;null;null;1.26;6.00;11.00;Napoli;Genoa
1572703646-30098;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-sampdoria/h29xvVc0/;;;2.27;3.44;3.46;Chievo;Sampdoria
1572704452-35589;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-carpi/QaRGo5ht/;null;null;1.30;5.25;12.00;Juventus;Carpi
1572703511-29190;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-sassuolo/AmJR8n2b/;;;2.75;3.13;2.90;Empoli;Sassuolo
1572703780-31000;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-inter/n5jxMjw8/;;;3.98;3.40;2.11;Udinese;Inter
1572704023-32604;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-ac-milan/6PFNvN58/;;;3.60;3.30;2.00;Palermo;AC Milan
1572703326-27979;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-fiorentina/dr8WhOln/;;;2.42;3.17;3.03;Torino;Fiorentina
1572704164-33526;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-inter/MBCirHTc/;;;1.57;3.80;6.50;Juventus;Inter
1572703548-29432;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-carpi/A37kOR1o/;;;1.87;3.40;5.00;Atalanta;Carpi
1572703637-30032;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-verona/dElhauU8/;null;null;2.60;3.28;3.02;Carpi;Verona
1572704197-33740;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-palermo/tKiBy6Cr/;null;null;1.37;5.30;8.00;Inter;Palermo
1572704157-33481;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-frosinone/AyouZCjp/;;;1.50;4.00;7.50;Sampdoria;Frosinone
1572703283-27698;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-as-roma/Kds2wqka/;null;null;5.32;3.66;1.69;Verona;AS Roma
1572703323-27962;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-palermo/KOHLWXXq/;;;2.10;3.30;3.30;Udinese;Palermo
1572703344-28093;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-frosinone/rafhl03H/;;;1.65;3.72;5.30;Atalanta;Frosinone
1572703562-29523;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-frosinone/p46WObhd/;;;1.45;4.38;7.45;Udinese;Frosinone
1572703653-30129;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-atalanta/SKNKj8s6/;;;1.72;3.70;5.20;AC Milan;Atalanta
1572703467-28912;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-fiorentina/EaO1L4U6/;;;2.10;3.35;3.75;Inter;Fiorentina
1572703337-28051;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-lazio/nX0qjMY4/;;;3.75;3.25;2.00;Chievo;Lazio
1572703340-28058;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-inter/EoHPVimj/;;;7.24;3.81;1.54;Carpi;Inter
1572704324-34686;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-lazio/dQEhOGwI/;null;null;3.36;3.27;2.14;Palermo;Lazio
1572704333-34757;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-bologna/jDqhQx95/;null;null;1.28;4.80;10.00;AS Roma;Bologna
1572703323-27954;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-palermo/KOHLWXXq/;;;2.20;3.20;3.30;Udinese;Palermo
1572704388-35121;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-inter/YTz7wmqM/;null;null;4.25;3.71;1.98;Genoa;Inter
1572703467-28907;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-fiorentina/EaO1L4U6/;;;2.09;3.27;3.69;Inter;Fiorentina
1572704363-35001;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-as-roma/v7FXOmUS/;null;null;5.00;3.70;1.80;Atalanta;AS Roma
1572704291-34445;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-frosinone/MXiyUK9t/;null;null;1.57;4.06;7.19;Genoa;Frosinone
1572704333-34763;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-bologna/jDqhQx95/;null;null;1.28;5.50;11.00;AS Roma;Bologna
1572703770-30917;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-ac-milan/fVcBUNPA/;null;null;4.90;3.35;1.80;Carpi;AC Milan
1572703742-30724;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-fiorentina/OpSB9Mmo/;null;null;3.63;3.29;2.04;Sassuolo;Fiorentina
1572703303-27824;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-atalanta/fFcNpRdP/;;;1.53;4.00;6.50;Inter;Atalanta
1572704100-33104;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-atalanta/Q7PoV9YB/;;;2.15;3.10;3.50;Sampdoria;Atalanta
1572703712-30528;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-torino/QFko7TRn/;null;null;2.70;3.10;2.65;Atalanta;Torino
1572704104-33134;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-torino/vBTkUTmI/;;;3.84;3.26;2.21;Palermo;Torino
1572703358-28179;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-genoa/dK9WlXgS/;;;1.67;3.60;5.00;Fiorentina;Genoa
1572703394-28417;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-lazio/Qeywdl1e/;;;1.72;3.75;5.00;Napoli;Lazio
1572704111-33179;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-genoa/MZIfTm3O/;;;1.62;3.70;6.20;AC Milan;Genoa
1572704272-34302;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-lazio/CbtWKsXP/;null;null;2.00;3.30;4.00;AC Milan;Lazio
1572703646-30093;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-sampdoria/h29xvVc0/;;;2.05;3.25;3.60;Chievo;Sampdoria
1572703630-29974;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-napoli/OS4YvBrf/;;;5.30;3.95;1.76;Genoa;Napoli
1572703709-30509;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-chievo/Msqf57da/;;;3.20;3.00;2.40;Carpi;Chievo
1572703614-29861;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-empoli/vNkZrKqS/;;;2.60;3.20;2.90;Sampdoria;Empoli
1572703365-28223;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-atalanta/EyEBgeuc/;null;null;2.20;3.20;3.25;Sassuolo;Atalanta
1572703326-27983;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-fiorentina/dr8WhOln/;;;2.41;3.13;3.01;Torino;Fiorentina
1572703719-30566;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-sampdoria/h2ytFrQN/;null;null;1.55;3.80;6.20;AC Milan;Sampdoria
1572703310-27872;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-ac-milan/OUmgu5Kn/;;;2.10;3.30;3.40;Fiorentina;AC Milan
1572703879-31624;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-lazio/dYIMpeX5/;;;2.03;3.50;4.25;Fiorentina;Lazio
1572703662-30193;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-fiorentina/xWU7gAcm/;;;4.05;3.60;1.94;Sampdoria;Fiorentina
1572703590-29714;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-genoa/b7fEmrVd/;null;null;2.00;3.30;3.75;Torino;Genoa
1572703604-29816;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-lazio/b7W5wb7k/;null;null;3.10;3.30;2.45;Atalanta;Lazio
1572703862-31513;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-carpi/O6utYHm0/;;;1.46;4.40;7.70;Lazio;Carpi
1572703982-32345;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-sassuolo/IuepR3y9/;;;2.50;3.00;3.10;Atalanta;Sassuolo
1572703976-32291;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-torino/A3JFhqVq/;;;1.85;3.20;4.60;Fiorentina;Torino
1572703463-28881;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-chievo/MPR9JraJ/;;;2.20;3.10;3.40;Sassuolo;Chievo
1572704141-33371;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-palermo/lpappwao/;;;1.29;5.75;10.50;AS Roma;Palermo
1572703428-28638;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-genoa/M5aO7o07/;;;1.85;3.40;4.20;Lazio;Genoa
1572704394-35142;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-verona/W4GsXpMk/;null;null;1.92;3.50;4.10;Empoli;Verona
1572704034-32656;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-chievo/pGERwsLE/;;;1.40;4.45;9.00;Inter;Chievo
1572703776-30978;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-palermo/nN5wYdW2/;;;1.76;3.70;5.46;Atalanta;Palermo
1572703979-32317;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-palermo/2XCc30q2/;null;null;2.29;3.16;3.33;Carpi;Palermo
1572703823-31278;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-lazio/b3dIIxlD/;;;2.00;3.40;3.60;Inter;Lazio
