"","match","mean_home_odd","mean_draw_odd","mean_away_odd","max_home_odd","max_draw_odd","max_away_odd","result","date","p1mean","p2mean","pxmean","p1max","p2max","pxmax","esito"
"1513","AS Roma-Sampdoria",1.525,4.07272727272727,6.74090909090909,1.57,4.35,7.32,"2-1","07/02/2016",0.655737704918033,0.148347943358058,0.245535714285714,0.636942675159236,0.136612021857923,0.229885057471264,"1"
"1514","Atalanta-Inter",3.96636363636364,3.36636363636364,1.99727272727273,4.45,3.6,2.1,"1-1","16/01/2016",0.25212010084804,0.500682749203459,0.297056440723737,0.224719101123595,0.476190476190476,0.277777777777778,"X"
"1515","Inter-Carpi",1.45590909090909,4.29727272727273,7.62409090909091,1.51,4.7,9.1,"1-1","24/01/2016",0.686856072432095,0.1311631789185,0.232705733023059,0.662251655629139,0.10989010989011,0.212765957446809,"X"
"1516","AC Milan-AS Roma",2.8995652173913,3.63695652173913,2.31913043478261,3.12,3.89,2.4,"1-3","14/05/2016",0.344879292247714,0.431196100487439,0.27495517035266,0.32051282051282,0.416666666666667,0.25706940874036,"2"
"1517","Inter-Verona",1.31590909090909,5.34454545454545,9.57363636363636,1.4,5.8,11.5,"1-0","23/09/2015",0.75993091537133,0.104453518184408,0.187106650790951,0.714285714285714,0.0869565217391304,0.172413793103448,"1"
"1518","AS Roma-Juventus",2.59954545454545,3.12272727272727,2.90090909090909,2.77,3.26,3.13,"2-1","30/08/2015",0.38468263682462,0.344719523660295,0.320232896652111,0.36101083032491,0.319488817891374,0.306748466257669,"1"
"1519","Bologna-Lazio",3.83727272727273,3.26954545454545,2.05954545454545,4.05,3.4,2.17,"2-2","17/01/2016",0.260601753139066,0.48554403001545,0.305852912553872,0.246913580246914,0.460829493087558,0.294117647058824,"X"
"1520","AC Milan-Empoli",1.63136363636364,3.85090909090909,5.67590909090909,1.7,4.2,6.2,"2-1","29/08/2015",0.612984118138756,0.176183230559782,0.259678942398489,0.588235294117647,0.161290322580645,0.238095238095238,"1"
"1521","Sassuolo-Palermo",1.70045454545455,3.64181818181818,5.30818181818182,1.85,3.83,6.14,"2-2","07/02/2016",0.588078053996256,0.188388422675116,0.274588117823265,0.54054054054054,0.162866449511401,0.261096605744125,"X"
"1522","Palermo-Verona",1.23565217391304,6.31434782608696,11.6539130434783,1.29,7.5,16,"3-2","15/05/2016",0.809289232934555,0.0858080883450228,0.15836948288921,0.775193798449612,0.0625,0.133333333333333,"1"
"1523","Frosinone-Sassuolo",5.10347826086957,4.03913043478261,1.64652173913043,5.5,4.36,1.8,"0-1","08/05/2016",0.195944794683932,0.607340903089518,0.247578040904198,0.181818181818182,0.555555555555556,0.229357798165138,"2"
"1524","Chievo-Juventus",8.49454545454545,3.99636363636364,1.46818181818182,9.63,4.4,1.53,"0-4","31/01/2016",0.117722602739726,0.68111455108359,0.250227479526842,0.103842159916926,0.65359477124183,0.227272727272727,"2"
"1525","Bologna-Fiorentina",4.23136363636364,3.40318181818182,1.92818181818182,4.69,3.5,2.12,"1-1","06/02/2016",0.236330432914384,0.518623290900518,0.293842660611727,0.213219616204691,0.471698113207547,0.285714285714286,"X"
"1526","Sassuolo-Chievo",2.21863636363636,3.14545454545455,3.52272727272727,2.3,3.3,3.9,"1-1","27/09/2015",0.450727309977464,0.283870967741936,0.317919075144508,0.434782608695652,0.256410256410256,0.303030303030303,"X"
"1527","Inter-Frosinone",1.20954545454545,6.36727272727273,15.1372727272727,1.24,7.1,18,"4-0","22/11/2015",0.826756858323941,0.0660620983724702,0.157053112507139,0.806451612903226,0.0555555555555556,0.140845070422535,"1"
"1528","Lazio-Bologna",1.46318181818182,4.19454545454545,7.87045454545455,1.5,4.5,9.5,"2-1","22/08/2015",0.683442062752407,0.127057464626047,0.238404854789771,0.666666666666667,0.105263157894737,0.222222222222222,"1"
"1529","Lazio-Verona",1.43954545454545,4.43590909090909,7.84181818181818,1.6,4.75,8.8,"5-2","11/02/2016",0.694663719608464,0.127521446788778,0.225432933702224,0.625,0.113636363636364,0.210526315789474,"1"
"1530","Napoli-Genoa",1.26260869565217,5.73217391304348,11.995652173913,1.3,6.33,14,"3-1","20/03/2016",0.792011019283749,0.0833635375135922,0.174453883495146,0.769230769230769,0.0714285714285714,0.157977883096367,"1"
"1531","Torino-Carpi",1.64954545454545,3.58363636363636,5.95545454545455,1.7,3.86,6.5,"0-0","21/02/2016",0.606227610912099,0.167913295680049,0.279046169457129,0.588235294117647,0.153846153846154,0.259067357512953,"X"
"1532","AC Milan-Napoli",3.06454545454545,3.34318181818182,2.36181818181818,3.25,3.5,2.6,"0-4","04/10/2015",0.326312666864432,0.423402617397999,0.299116247450714,0.307692307692308,0.384615384615385,0.285714285714286,"2"
"1533","Udinese-Sassuolo",2.30454545454545,3.23545454545455,3.23,2.42,3.43,3.45,"0-0","01/11/2015",0.433925049309666,0.309597523219814,0.30907558302894,0.413223140495868,0.289855072463768,0.291545189504373,"X"
"1534","Udinese-Frosinone",1.49818181818182,4.23681818181818,7.07136363636364,1.75,4.8,9,"1-0","25/10/2015",0.667475728155339,0.141415439994858,0.236026177448772,0.571428571428571,0.111111111111111,0.208333333333333,"1"
"1535","Bologna-Empoli",2.72181818181818,2.99863636363636,2.87045454545455,2.88,3.2,3,"2-3","19/12/2015",0.367401469605879,0.348376880443388,0.333484917386691,0.347222222222222,0.333333333333333,0.3125,"2"
"1536","Palermo-Juventus",7.43,3.90954545454545,1.51772727272727,8.5,4.08,1.6,"0-3","29/11/2015",0.134589502018843,0.658879904162924,0.25578421113824,0.117647058823529,0.625,0.245098039215686,"2"
"1537","Carpi-AC Milan",4.96045454545455,3.45772727272727,1.79,5.5,3.6,1.85,"0-0","06/12/2015",0.201594428663062,0.558659217877095,0.289207309057447,0.181818181818182,0.54054054054054,0.277777777777778,"X"
"1538","Napoli-Verona",1.23086956521739,6.33391304347826,12.3326086956522,1.25,7,15,"3-0","10/04/2016",0.812433768986225,0.0810858452317996,0.157880285557386,0.8,0.0666666666666667,0.142857142857143,"1"
"1539","Chievo-AS Roma",3.07409090909091,3.15681818181818,2.43954545454545,3.4,3.3,2.55,"3-3","06/01/2016",0.32529942333284,0.409912427799516,0.316774658027358,0.294117647058824,0.392156862745098,0.303030303030303,"X"
"1540","Carpi-Atalanta",2.59909090909091,3.03590909090909,2.95181818181818,2.75,3.2,3.05,"1-1","28/02/2016",0.384749912556838,0.33877425315676,0.329390627339422,0.363636363636364,0.327868852459016,0.3125,"X"
"1541","Udinese-AS Roma",4.44739130434783,3.49826086956522,1.8595652173913,4.85,3.72,1.93,"1-2","13/03/2016",0.224850914067846,0.537760112228199,0.285856326124782,0.206185567010309,0.518134715025907,0.268817204301075,"2"
"1542","Sassuolo-Juventus",5.84636363636364,3.66727272727273,1.64681818181818,6.5,3.9,1.75,"1-0","28/10/2015",0.171046493546882,0.607231576041955,0.272682201289043,0.153846153846154,0.571428571428571,0.256410256410256,"1"
"1543","Verona-Sassuolo",2.64772727272727,3.22,2.75545454545455,2.74,3.41,2.93,"1-1","20/12/2015",0.377682403433477,0.362916529198284,0.31055900621118,0.364963503649635,0.341296928327645,0.293255131964809,"X"
"1544","Inter-Chievo",1.40590909090909,4.43863636363636,8.89590909090909,1.46,4.9,10.32,"1-0","03/02/2016",0.71128354348529,0.112411220683665,0.225294418842806,0.684931506849315,0.0968992248062015,0.204081632653061,"1"
"1545","AS Roma-Napoli",2.73,3.38086956521739,2.58130434782609,2.85,3.59,2.76,"1-0","25/04/2016",0.366300366300366,0.387401044298467,0.295781893004115,0.350877192982456,0.36231884057971,0.278551532033426,"1"
"1546","Inter-Palermo",1.67826086956522,5.18652173913044,8.55217391304348,8.98,5.88,11.96,"3-1","06/03/2016",0.595854922279792,0.116929334011185,0.192807444043926,0.111358574610245,0.0836120401337793,0.170068027210884,"1"
"1547","Frosinone-Palermo",2.77521739130435,3.32086956521739,2.57,2.95,3.5,2.75,"0-2","24/04/2016",0.360332132226226,0.389105058365759,0.301125949201362,0.338983050847458,0.363636363636364,0.285714285714286,"2"
"1548","Napoli-Bologna",1.26478260869565,5.8295652173913,11.7121739130435,1.3,6.5,13.36,"6-0","19/04/2016",0.79064970780337,0.0853812458237432,0.17153937947494,0.769230769230769,0.0748502994011976,0.153846153846154,"1"
"1549","Frosinone-Chievo",2.97090909090909,3.21363636363636,2.465,3.13,3.35,2.54,"0-2","06/12/2015",0.336597307221542,0.405679513184584,0.311173974540312,0.319488817891374,0.393700787401575,0.298507462686567,"2"
"1550","Carpi-Torino",3.40681818181818,3.19454545454545,2.22909090909091,3.6,3.33,2.34,"2-1","03/10/2015",0.293529019346231,0.448613376835236,0.313033579965851,0.277777777777778,0.427350427350427,0.3003003003003,"1"
"1551","Genoa-Palermo",1.74136363636364,3.58272727272727,5.155,1.9,3.75,5.95,"4-0","17/01/2016",0.574262594622813,0.193986420950533,0.279116975386958,0.526315789473684,0.168067226890756,0.266666666666667,"1"
"1552","Fiorentina-AC Milan",2.22636363636364,3.27227272727273,3.37954545454545,2.43,3.4,3.6,"2-0","23/08/2015",0.449162923642302,0.295897780766645,0.305597999722183,0.411522633744856,0.277777777777778,0.294117647058824,"1"
"1553","Palermo-Chievo",2.41818181818182,3.15727272727273,3.10454545454545,2.58,3.32,3.35,"1-0","08/11/2015",0.413533834586466,0.322108345534407,0.316729052692197,0.387596899224806,0.298507462686567,0.301204819277108,"1"
"1554","Torino-Palermo",1.675,3.66772727272727,5.55545454545455,1.85,3.9,6.67,"2-1","27/09/2015",0.597014925373134,0.180003272786778,0.272648407485438,0.54054054054054,0.149925037481259,0.256410256410256,"1"
"1555","Torino-Frosinone",1.32090909090909,5.23681818181818,9.805,1.39,5.59,12,"4-2","16/01/2016",0.757054370268411,0.101988781234064,0.190955646211266,0.719424460431655,0.0833333333333333,0.178890876565295,"1"
"1556","Fiorentina-Inter",2.18636363636364,3.22136363636364,3.54272727272727,2.32,3.3,3.9,"2-1","14/02/2016",0.457380457380457,0.282268411598666,0.310427543389304,0.431034482758621,0.256410256410256,0.303030303030303,"1"
"1557","AC Milan-Lazio",1.99782608695652,3.31391304347826,4.05826086956522,2.05,3.44,4.65,"1-1","20/03/2016",0.500544069640914,0.246410970644954,0.30175806874836,0.487804878048781,0.21505376344086,0.290697674418605,"X"
"1558","Palermo-Bologna",2.86727272727273,3.21636363636364,2.56227272727273,3.04,3.35,2.85,"0-0","28/02/2016",0.348763474952441,0.390278516941635,0.310910118711136,0.328947368421053,0.350877192982456,0.298507462686567,"X"
"1559","Palermo-Sampdoria",1.89739130434783,3.63260869565217,3.99434782608696,1.97,3.9,4.3,"2-0","01/05/2016",0.527039413382217,0.250353760748884,0.275284260921604,0.50761421319797,0.232558139534884,0.256410256410256,"1"
"1560","Torino-Sassuolo",2.38565217391304,3.23173913043478,3.08782608695652,2.5,3.45,3.6,"1-3","24/04/2016",0.41917258975761,0.32385243593354,0.309430916184583,0.4,0.277777777777778,0.289855072463768,"2"
"1561","Torino-AC Milan",2.36772727272727,3.21227272727273,3.15409090909091,2.56,3.36,3.4,"1-1","17/10/2015",0.422345939719716,0.317048566075803,0.311306070468374,0.390625,0.294117647058824,0.297619047619048,"X"
"1562","Sampdoria-Palermo",2.26272727272727,3.24863636363636,3.30136363636364,2.38,3.38,3.5,"2-0","20/12/2015",0.441944556046606,0.30290513561889,0.307821463551141,0.420168067226891,0.285714285714286,0.29585798816568,"1"
"1563","Udinese-Torino",1.96,3.43695652173913,3.99347826086957,2.04,3.56,4.25,"1-5","30/04/2016",0.510204081632653,0.25040827436037,0.290955091714105,0.490196078431373,0.235294117647059,0.280898876404494,"2"
"1564","Bologna-Torino",2.95652173913044,3.10347826086957,2.55,3.1,3.31,2.74,"0-1","16/04/2016",0.338235294117646,0.392156862745098,0.322219108994115,0.32258064516129,0.364963503649635,0.302114803625378,"2"
"1565","Inter-Juventus",3.11909090909091,3.20954545454545,2.39363636363636,3.45,3.35,2.6,"0-0","18/10/2015",0.320606237248615,0.417774401823016,0.311570599065289,0.289855072463768,0.384615384615385,0.298507462686567,"X"
"1566","Sassuolo-Verona",1.50608695652174,4.33391304347826,6.40826086956522,1.55,4.66,7,"1-0","01/05/2016",0.663972286374134,0.156048578600991,0.230738362760835,0.645161290322581,0.142857142857143,0.214592274678112,"1"
"1567","AC Milan-Sampdoria",1.56909090909091,3.98409090909091,6.15909090909091,1.65,4.23,6.5,"4-1","28/11/2015",0.63731170336037,0.162361623616236,0.250998288648032,0.606060606060606,0.153846153846154,0.236406619385343,"1"
"1568","AS Roma-Palermo",1.28727272727273,5.69772727272727,10.4013636363636,1.35,6.2,11.72,"5-0","21/02/2016",0.776836158192089,0.0961412402219992,0.175508575987236,0.740740740740741,0.0853242320819113,0.161290322580645,"1"
"1569","Atalanta-Juventus",8.61608695652174,4.0495652173913,1.81869565217391,10.5,4.3,10.03,"0-2","06/03/2016",0.116061966998032,0.549844609132203,0.246940090186816,0.0952380952380952,0.0997008973080758,0.232558139534884,"2"
"1570","Juventus-Napoli",2.16090909090909,3.06045454545455,3.87090909090909,2.25,3.3,4.3,"1-0","13/02/2016",0.462768195204039,0.258337247534054,0.326748848952918,0.444444444444444,0.232558139534884,0.303030303030303,"1"
"1571","Empoli-Sassuolo",2.51,3.25409090909091,2.90045454545455,2.75,3.4,3.15,"1-0","04/10/2015",0.398406374501992,0.344773546466071,0.307305489593519,0.363636363636364,0.317460317460317,0.294117647058824,"1"
"1572","Verona-Palermo",2.19772727272727,3.30727272727273,3.38909090909091,2.3,3.49,3.6,"0-1","10/01/2016",0.455015511892451,0.295064377682403,0.302363936228697,0.434782608695652,0.277777777777778,0.286532951289398,"2"
"1573","AS Roma-Chievo",1.19739130434783,6.86739130434783,14.1982608695652,1.22,7.9,16.2,"3-0","08/05/2016",0.835148874364558,0.0704311611954925,0.145615701171257,0.819672131147541,0.0617283950617284,0.126582278481013,"1"
"1574","Genoa-Inter",4.05826086956522,3.4704347826087,1.93826086956522,4.3,3.71,1.99,"1-0","20/04/2016",0.246410970644954,0.515926424405562,0.288148333750939,0.232558139534884,0.50251256281407,0.269541778975741,"1"
"1575","Torino-Bologna",1.67363636363636,3.51727272727273,5.88181818181818,1.76,3.7,6.5,"2-0","28/11/2015",0.597501357957633,0.170015455950541,0.284311191522357,0.568181818181818,0.153846153846154,0.27027027027027,"1"
"1576","Fiorentina-Sassuolo",1.76565217391304,3.59869565217391,4.80391304347826,1.83,3.8,5.14,"3-1","17/04/2016",0.566362964786999,0.208163634718074,0.27787845837864,0.546448087431694,0.194552529182879,0.263157894736842,"1"
"1577","Palermo-AC Milan",4.02,3.46636363636364,1.95272727272727,4.3,3.63,2.02,"0-2","03/02/2016",0.248756218905473,0.512104283054004,0.2884867558353,0.232558139534884,0.495049504950495,0.275482093663912,"2"
"1578","Sampdoria-Udinese",2.11695652173913,3.22478260869565,3.69130434782609,2.19,3.35,3.92,"2-0","10/04/2016",0.472376257958513,0.270906949352179,0.310098422542807,0.45662100456621,0.255102040816327,0.298507462686567,"1"
"1579","Torino-Genoa",1.99363636363636,3.36636363636364,3.93772727272727,2.08,3.5,4.25,"3-3","28/10/2015",0.501595987232103,0.253953595752049,0.297056440723737,0.480769230769231,0.235294117647059,0.285714285714286,"X"
"1580","Juventus-Lazio",1.52130434782609,3.99391304347826,7.04739130434783,1.58,4.2,8,"3-0","20/04/2016",0.657330665904543,0.141896477265716,0.250381014587416,0.632911392405063,0.125,0.238095238095238,"1"
"1581","Torino-Lazio",2.55826086956522,3.10478260869565,2.97304347826087,3.09,3.25,3.16,"1-1","06/03/2016",0.390890550645819,0.336355659549576,0.322083741772861,0.323624595469256,0.316455696202532,0.307692307692308,"X"
"1582","Empoli-AC Milan",3.45727272727273,3.26772727272727,2.21045454545455,3.8,3.4,2.5,"2-2","23/01/2016",0.289245332632132,0.452395640551099,0.306023090833218,0.263157894736842,0.4,0.294117647058824,"X"
"1583","Genoa-AS Roma",5.31652173913043,3.98434782608696,1.63869565217391,5.9,4.25,1.7,"2-3","02/05/2016",0.188092901537455,0.610241443353676,0.250982103884766,0.169491525423729,0.588235294117647,0.235294117647059,"2"
"1584","Udinese-Chievo",1.96217391304348,3.42739130434783,3.98347826086957,2.02,3.6,4.5,"0-0","17/04/2016",0.509638821183248,0.251036891508404,0.291767093746035,0.495049504950495,0.222222222222222,0.277777777777778,"X"
"1585","Bologna-Juventus",7.23681818181818,3.60590909090909,1.57727272727273,8.1,4,1.62,"0-0","19/02/2016",0.138182274982727,0.63400576368876,0.277322576578848,0.123456790123457,0.617283950617284,0.25,"X"
"1586","Lazio-Sampdoria",1.44045454545455,4.43590909090909,7.59863636363636,1.55,4.65,8.5,"1-1","14/12/2015",0.694225307668032,0.131602560267991,0.225432933702224,0.645161290322581,0.117647058823529,0.21505376344086,"X"
"1587","Atalanta-Carpi",1.82227272727273,3.43363636363636,4.72045454545455,1.95,3.6,5,"3-0","18/10/2015",0.54876527812422,0.211844005777564,0.291236431029918,0.512820512820513,0.2,0.277777777777778,"1"
"1588","AS Roma-Bologna",1.29565217391304,5.36391304347826,11.095652173913,1.33,5.92,13,"1-1","11/04/2016",0.771812080536915,0.0901253918495301,0.186431061035908,0.75187969924812,0.0769230769230769,0.168918918918919,"X"
"1589","Inter-Napoli",3.13739130434783,3.24260869565217,2.3604347826087,3.3,3.35,2.5,"2-0","16/04/2016",0.318736141906873,0.423650764413335,0.30839367122553,0.303030303030303,0.4,0.298507462686567,"1"
"1590","Carpi-Bologna",2.19454545454545,3.14454545454545,3.60863636363636,2.28,3.4,3.8,"1-2","24/10/2015",0.455675227837615,0.277112986522232,0.318010985834057,0.43859649122807,0.263157894736842,0.294117647058824,"2"
"1591","Inter-Fiorentina",2.06090909090909,3.33,3.81636363636364,2.17,3.6,4.8,"1-4","27/09/2015",0.485222761358624,0.262029537875178,0.3003003003003,0.460829493087558,0.208333333333333,0.277777777777778,"2"
"1592","Palermo-Udinese",2.51363636363636,3.17636363636364,2.94954545454545,2.65,3.3,3.25,"4-1","24/01/2016",0.397830018083183,0.339035290491602,0.314825414997138,0.377358490566038,0.307692307692308,0.303030303030303,"1"
"1593","Atalanta-Torino",2.73318181818182,3.14909090909091,2.715,2.88,3.3,2.85,"0-1","22/11/2015",0.365873939797106,0.368324125230203,0.317551963048499,0.347222222222222,0.350877192982456,0.303030303030303,"2"
"1594","Juventus-Torino",1.58454545454545,3.72409090909091,6.68590909090909,1.65,4,7.5,"2-1","31/10/2015",0.631095811818705,0.149568291522197,0.268521908946662,0.606060606060606,0.133333333333333,0.25,"1"
"1595","Sassuolo-Carpi",1.71772727272727,3.56590909090909,5.26727272727273,1.77,3.76,5.75,"1-0","08/11/2015",0.582164593807887,0.189851570590266,0.280433397068196,0.564971751412429,0.173913043478261,0.265957446808511,"1"
"1596","Juventus-Fiorentina",1.75727272727273,3.36545454545455,5.48181818181818,1.83,3.5,6,"3-1","13/12/2015",0.56906363166063,0.182421227197347,0.297136682874122,0.546448087431694,0.166666666666667,0.285714285714286,"1"
"1597","Sampdoria-Atalanta",2.17681818181818,3.22318181818182,3.55227272727273,2.26,3.4,3.82,"0-0","14/02/2016",0.45938609313009,0.281509916826615,0.31025243266112,0.442477876106195,0.261780104712042,0.294117647058824,"X"
"1598","Inter-Bologna",1.59695652173913,3.7904347826087,6.24913043478261,1.63,4.1,7,"2-1","12/03/2016",0.626191124421454,0.160022263967161,0.263821977517779,0.613496932515337,0.142857142857143,0.24390243902439,"1"
"1599","Chievo-Udinese",2.28727272727273,3.095,3.39318181818182,2.53,3.25,3.6,"2-3","29/11/2015",0.437201907790143,0.2947086403215,0.323101777059774,0.395256916996047,0.277777777777778,0.307692307692308,"2"
"1600","Sassuolo-Empoli",2.09454545454545,3.21909090909091,3.78318181818182,2.2,3.35,4.2,"3-2","21/02/2016",0.477430555555557,0.264327766430374,0.310646709968935,0.454545454545455,0.238095238095238,0.298507462686567,"1"
"1601","Fiorentina-Genoa",1.74818181818182,3.57590909090909,5.00045454545455,1.85,3.7,5.5,"1-0","12/09/2015",0.572022880915236,0.19998181983456,0.279649167408161,0.54054054054054,0.181818181818182,0.27027027027027,"1"
"1602","Lazio-Inter",2.22391304347826,3.38652173913043,3.28130434782609,2.4,3.53,3.6,"2-0","01/05/2016",0.449657869012708,0.304756857029283,0.295288226986777,0.416666666666667,0.277777777777778,0.28328611898017,"1"
"1603","Chievo-Fiorentina",4.30739130434783,3.51217391304348,1.87,4.5,3.75,1.95,"0-0","30/04/2016",0.23215907943878,0.53475935828877,0.284723941569695,0.222222222222222,0.512820512820513,0.266666666666667,"X"
"1604","Carpi-Inter",6.41954545454545,3.80772727272727,1.57863636363636,7.45,4.2,1.7,"1-2","30/08/2015",0.155774268923033,0.633458105384395,0.262623851020652,0.134228187919463,0.588235294117647,0.238095238095238,"2"
"1605","Udinese-Juventus",5.31818181818182,3.46454545454545,1.75681818181818,6.5,3.8,1.85,"0-4","17/01/2016",0.188034188034188,0.569210866752911,0.288638152715823,0.153846153846154,0.54054054054054,0.263157894736842,"2"
"1606","Torino-Cesena",1.37809523809524,5.03809523809524,7.69619047619048,1.43,5.43,8.52,"5-0","31/05/2015",0.725639253628195,0.129934414057666,0.198487712665406,0.699300699300699,0.117370892018779,0.184162062615101,"1"
"1607","Empoli-AC Milan",4.03809523809524,3.38714285714286,1.95666666666667,4.5,3.6,2.11,"2-2","23/09/2014",0.247641509433962,0.511073253833048,0.295234078447912,0.222222222222222,0.4739336492891,0.277777777777778,"X"
"1608","Chievo-AC Milan",3.13714285714286,3.16190476190476,2.39761904761905,3.5,3.4,2.54,"0-0","28/02/2015",0.318761384335155,0.41708043694141,0.316265060240964,0.285714285714286,0.393700787401575,0.294117647058824,"X"
"1609","Napoli-Lazio",1.9052380952381,3.60047619047619,4.02238095238095,2,3.9,4.35,"2-4","31/05/2015",0.524868782804298,0.248608973600095,0.277741039545034,0.5,0.229885057471264,0.256410256410256,"2"
"1610","Verona-Cesena",1.85619047619048,3.47952380952381,4.44904761904762,1.91,3.62,4.95,"3-3","04/04/2015",0.538737814263724,0.224767205394413,0.287395648008759,0.523560209424084,0.202020202020202,0.276243093922652,"X"
"1611","Sassuolo-Verona",2.05,3.42666666666667,3.65142857142857,2.14,3.7,4.1,"2-1","29/11/2014",0.487804878048781,0.273865414710485,0.291828793774319,0.467289719626168,0.24390243902439,0.27027027027027,"1"
"1612","Chievo-Sampdoria",2.49952380952381,3.02857142857143,3.11857142857143,2.75,3.2,3.4,"2-1","15/02/2015",0.400076204991427,0.320659642693541,0.330188679245283,0.363636363636364,0.294117647058824,0.3125,"1"
"1613","AS Roma-Lazio",2.1575,3.225,3.612,2.27,3.35,4.05,"2-2","11/01/2015",0.463499420625724,0.276854928017719,0.310077519379845,0.440528634361233,0.246913580246914,0.298507462686567,"X"
"1614","Cagliari-AC Milan",3.39952380952381,3.39047619047619,2.1552380952381,3.6,3.75,2.26,"1-1","29/10/2014",0.294158845776719,0.463985859478567,0.294943820224719,0.277777777777778,0.442477876106195,0.266666666666667,"X"
"1615","Chievo-Empoli",2.4815,3.1055,3.0415,2.66,3.3,3.3,"1-1","28/09/2014",0.402982067298005,0.328785138911721,0.32200933827081,0.37593984962406,0.303030303030303,0.303030303030303,"X"
"1616","Cesena-Genoa",3.5852380952381,3.16190476190476,2.18714285714286,3.9,3.25,2.3,"0-3","30/11/2014",0.278921503519723,0.457217504898758,0.316265060240964,0.256410256410256,0.434782608695652,0.307692307692308,"2"
"1617","AC Milan-Empoli",1.8552380952381,3.4447619047619,4.5252380952381,1.93,3.69,5.2,"1-1","15/02/2015",0.539014373716631,0.220982847521835,0.290295825269561,0.518134715025907,0.192307692307692,0.2710027100271,"X"
"1618","Napoli-AC Milan",1.43285714285714,4.62047619047619,7.46666666666667,1.55,5,8.5,"3-0","03/05/2015",0.697906281156532,0.133928571428571,0.216427908894156,0.645161290322581,0.117647058823529,0.2,"1"
"1619","Sampdoria-Fiorentina",3.4085,3.201,2.2405,3.85,3.31,2.6,"3-1","02/11/2014",0.293384186592343,0.446328944432046,0.312402374258044,0.25974025974026,0.384615384615385,0.302114803625378,"1"
"1620","Udinese-Inter",3.54666666666667,3.31857142857143,2.14190476190476,3.9,3.4,2.3,"1-2","28/04/2015",0.281954887218045,0.466874166296132,0.301334481274214,0.256410256410256,0.434782608695652,0.294117647058824,"2"
"1621","Genoa-Atalanta",2.10952380952381,3.2047619047619,3.77333333333333,2.26,3.3,4.2,"2-2","06/01/2015",0.474040632054176,0.265017667844523,0.312035661218425,0.442477876106195,0.238095238095238,0.303030303030303,"X"
"1622","Palermo-Verona",1.781,3.657,4.62,1.82,3.85,5,"2-1","01/02/2015",0.561482313307131,0.216450216450216,0.273448181569593,0.549450549450549,0.2,0.25974025974026,"1"
"1623","AC Milan-Udinese",1.61142857142857,3.85142857142857,5.84428571428571,1.65,4.25,6.6,"2-0","30/11/2014",0.620567375886525,0.171107308726473,0.259643916913947,0.606060606060606,0.151515151515152,0.235294117647059,"1"
"1624","Empoli-Juventus",8.274,4.346,1.4225,10,4.54,1.48,"0-2","01/11/2014",0.120860526951898,0.70298769771529,0.230096640589047,0.1,0.675675675675676,0.220264317180617,"2"
"1625","Atalanta-Sassuolo",1.92952380952381,3.38380952380952,4.19761904761905,2,3.58,4.75,"2-1","12/04/2015",0.518262586377098,0.238230289279637,0.295524908528005,0.5,0.210526315789474,0.279329608938547,"1"
"1626","Inter-Chievo",1.41,4.51952380952381,8.25428571428571,1.45,4.89,9.32,"0-0","03/05/2015",0.709219858156028,0.121149186569747,0.221262248445896,0.689655172413793,0.107296137339056,0.204498977505112,"X"
"1627","Parma-Empoli",2.13857142857143,3.29571428571429,3.52619047619048,2.25,3.5,3.8,"0-2","23/11/2014",0.467601870407481,0.283592167454422,0.303424360641525,0.444444444444444,0.263157894736842,0.285714285714286,"2"
"1628","Juventus-Cagliari",1.51095238095238,4.14285714285714,6.70428571428571,1.6,4.5,7.5,"1-1","09/05/2015",0.661834226284274,0.149158320903473,0.241379310344828,0.625,0.133333333333333,0.222222222222222,"X"
"1629","Palermo-Lazio",2.93190476190476,3.14142857142857,2.5347619047619,3.1,3.3,2.72,"0-4","29/09/2014",0.341075198960533,0.394514371594966,0.318326512050932,0.32258064516129,0.367647058823529,0.303030303030303,"2"
"1630","Empoli-AS Roma",5.61714285714286,3.72666666666667,1.64714285714286,6.2,3.9,1.73,"0-1","13/09/2014",0.178026449643947,0.607111882046833,0.268336314847943,0.161290322580645,0.578034682080925,0.256410256410256,"2"
"1631","Atalanta-Torino",2.89952380952381,3.09142857142857,2.59761904761905,3.15,3.2,2.75,"1-2","04/04/2015",0.344884217441287,0.384967919340055,0.323475046210721,0.317460317460317,0.363636363636364,0.3125,"2"
"1632","Juventus-Palermo",1.20333333333333,6.39333333333333,15.43,1.25,7.1,21,"2-0","26/10/2014",0.831024930747925,0.0648088139987038,0.156412930135558,0.8,0.0476190476190476,0.140845070422535,"1"
"1633","Palermo-Napoli",3.7847619047619,3.4752380952381,1.99952380952381,4,3.72,2.05,"3-1","14/02/2015",0.264217413185707,0.500119075970469,0.287750068511921,0.25,0.487804878048781,0.268817204301075,"1"
"1634","Empoli-Torino",2.56904761904762,3.12238095238095,2.89333333333333,2.75,3.25,3.02,"0-0","15/12/2014",0.389249304911955,0.345622119815669,0.320268415433888,0.363636363636364,0.33112582781457,0.307692307692308,"X"
"1635","AS Roma-Inter",1.786,3.5795,4.6825,1.85,3.79,5.2,"4-2","30/11/2014",0.559910414333707,0.213561131873999,0.279368626903199,0.54054054054054,0.192307692307692,0.263852242744063,"1"
