"","match","mean_home_odd","mean_draw_odd","mean_away_odd","max_home_odd","max_draw_odd","max_away_odd","result","date","p1mean","p2mean","pxmean","p1max","p2max","pxmax","esito"
"1","Sassuolo-Sampdoria",2.23727272727273,3.44409090909091,3.16318181818182,2.31,3.55,3.32,"4-1","01/09/2019",0.446972775294595,0.316137376059779,0.290352382209318,0.432900432900433,0.301204819277108,0.28169014084507,"1"
"2","Atalanta-Lecce",1.20181818181818,7.03409090909091,12.7195454545455,1.3,7.84,15.25,"3-1","06/10/2019",0.832072617246597,0.0786191616338488,0.1421647819063,0.769230769230769,0.0655737704918033,0.127551020408163,"1"
"3","Fiorentina-Udinese",1.52727272727273,4.11045454545455,6.49136363636364,1.6,4.3,7.8,"1-0","06/10/2019",0.654761904761904,0.154050836776136,0.243282096649342,0.625,0.128205128205128,0.232558139534884,"1"
"4","Parma-Sassuolo",2.77727272727273,3.31318181818182,2.54636363636364,2.91,3.48,2.64,"1-0","25/09/2019",0.360065466448445,0.392716886826133,0.301824667306901,0.343642611683849,0.378787878787879,0.28735632183908,"1"
"5","Fiorentina-Juventus",4.53,3.57227272727273,1.81454545454545,4.8,3.7,1.88,"0-0","14/09/2019",0.22075055187638,0.551102204408819,0.279933833821097,0.208333333333333,0.531914893617021,0.27027027027027,"X"
"6","Udinese-Parma",1.92545454545455,3.45818181818182,4.10136363636364,2,3.6,4.52,"1-3","01/09/2019",0.519357884796977,0.243821345450515,0.289169295478444,0.5,0.221238938053097,0.277777777777778,"2"
"7","Sampdoria-AS Roma",3.53772727272727,3.42545454545455,2.08863636363636,3.94,3.56,2.16,"0-0","20/10/2019",0.282667351920853,0.478781284004353,0.291932059447983,0.253807106598985,0.462962962962963,0.280898876404494,"X"
"8","AC Milan-Lecce",1.40772727272727,4.76818181818182,7.44772727272727,1.5,5.12,8.5,"2-2","20/10/2019",0.710364869228287,0.134269148611535,0.209723546234509,0.666666666666667,0.117647058823529,0.1953125,"X"
"9","Napoli-Atalanta",2.17636363636364,3.61772727272727,3.15181818181818,2.26,3.75,3.25,"2-2","30/10/2019",0.459482038429406,0.317277184886069,0.276416635255686,0.442477876106195,0.307692307692308,0.266666666666667,"X"
"10","Napoli-Cagliari",1.17136363636364,7.62409090909091,14.6213636363636,1.2,8.5,18.1,"0-1","25/09/2019",0.853705859526579,0.0683930736469054,0.1311631789185,0.833333333333333,0.0552486187845304,0.117647058823529,"2"
"11","Inter-Parma",1.28863636363636,5.56863636363636,10.3036363636364,1.32,5.9,11.5,"2-2","26/10/2019",0.776014109347445,0.0970531145226748,0.179577177373276,0.757575757575758,0.0869565217391304,0.169491525423729,"X"
"12","Lazio-Torino",1.52409090909091,4.27272727272727,6.11454545454545,1.6,4.5,7,"4-0","30/10/2019",0.656128839844915,0.16354445435623,0.23404255319149,0.625,0.142857142857143,0.222222222222222,"1"
"13","Cagliari-Genoa",2.97545454545455,3.26636363636364,2.42909090909091,3.2,3.46,2.55,"3-1","20/09/2019",0.336083104185762,0.411676646706587,0.306150848872808,0.3125,0.392156862745098,0.289017341040462,"1"
"14","Juventus-Verona",1.21181818181818,6.36954545454545,14.4172727272727,1.25,6.8,17,"2-1","21/09/2019",0.825206301575395,0.0693612459802006,0.156997074145437,0.8,0.0588235294117647,0.147058823529412,"1"
"15","Sampdoria-Inter",5.02,3.73363636363636,1.70636363636364,5.5,3.85,1.75,"1-3","28/09/2019",0.199203187250996,0.586041555673947,0.267835402970538,0.181818181818182,0.571428571428571,0.25974025974026,"2"
"16","Brescia-Fiorentina",4.53909090909091,3.87954545454545,1.74181818181818,4.94,4.08,1.8,"0-0","21/10/2019",0.220308431804526,0.574112734864301,0.25776215582894,0.202429149797571,0.555555555555556,0.245098039215686,"X"
"17","Fiorentina-Sampdoria",1.59545454545455,4.10681818181818,5.46772727272727,1.63,4.25,6.15,"2-1","25/09/2019",0.626780626780625,0.182891345914041,0.24349750968456,0.613496932515337,0.16260162601626,0.235294117647059,"1"
"18","Lecce-Napoli",7.19454545454545,4.81409090909091,1.41590909090909,8.1,5,1.45,"1-4","22/09/2019",0.138994187515795,0.706260032102729,0.207723538853744,0.123456790123457,0.689655172413793,0.2,"2"
"19","Lazio-Parma",1.28272727272727,5.89954545454545,9.54954545454545,1.35,6.45,10.5,"2-0","22/09/2019",0.779588944011341,0.104717026036461,0.169504584328531,0.740740740740741,0.0952380952380952,0.155038759689922,"1"
"20","Lecce-AS Roma",4.94227272727273,4.22272727272727,1.62772727272727,5.5,4.42,1.67,"0-1","29/09/2019",0.20233606180447,0.614353532532813,0.23681377825619,0.181818181818182,0.598802395209581,0.226244343891403,"2"
"21","Udinese-Brescia",1.86409090909091,3.54,4.28909090909091,2,3.7,5,"0-1","21/09/2019",0.536454523287003,0.23314963967783,0.282485875706215,0.5,0.2,0.27027027027027,"2"
"22","Genoa-Fiorentina",2.78409090909091,3.40863636363636,2.49454545454545,3.16,3.5,2.56,"2-1","01/09/2019",0.359183673469388,0.400874635568514,0.293372449659955,0.316455696202532,0.390625,0.285714285714286,"1"
"23","Bologna-AS Roma",2.64045454545455,3.58318181818182,2.52954545454545,2.7,3.7,2.6,"1-2","22/09/2019",0.378722671716302,0.395327942497755,0.279081567930991,0.37037037037037,0.384615384615385,0.27027027027027,"2"
"24","Sampdoria-Torino",2.91318181818182,3.275,2.46545454545455,3.08,3.4,2.53,"1-0","22/09/2019",0.343267280386956,0.405604719764011,0.305343511450382,0.324675324675325,0.395256916996047,0.294117647058824,"1"
"25","Napoli-Sampdoria",1.28545454545455,5.88954545454545,9.60227272727273,1.3,6.2,11,"2-0","14/09/2019",0.777934936350775,0.104142011834319,0.169792390213784,0.769230769230769,0.0909090909090909,0.161290322580645,"1"
"26","Lecce-Verona",2.01318181818182,3.43136363636364,3.80409090909091,2.11,3.56,4.06,"0-1","01/09/2019",0.496726123278392,0.262874895447485,0.291429328387866,0.4739336492891,0.246305418719212,0.280898876404494,"2"
"27","AC Milan-Brescia",1.55363636363636,3.89954545454545,6.54909090909091,1.6,4.1,7.25,"1-0","31/08/2019",0.643651258045642,0.152692948362021,0.256440144538991,0.625,0.137931034482759,0.24390243902439,"1"
"28","Lazio-AS Roma",2.05272727272727,3.62227272727273,3.47681818181818,2.2,3.8,3.69,"1-1","01/09/2019",0.487156775907884,0.287619296640084,0.276069770360145,0.454545454545455,0.2710027100271,0.263157894736842,"X"
"29","Udinese-AS Roma",3.77227272727273,3.35318181818182,2.04545454545455,3.96,3.5,2.14,"0-4","30/10/2019",0.265092179780696,0.488888888888888,0.298224210383625,0.252525252525253,0.467289719626168,0.285714285714286,"2"
"30","Udinese-Bologna",3.04590909090909,3.18090909090909,2.42954545454545,3.13,3.32,2.55,"1-0","29/09/2019",0.328309207580958,0.411599625818523,0.314375535867391,0.319488817891374,0.392156862745098,0.301204819277108,"1"
"31","Juventus-Napoli",2.02272727272727,3.31772727272727,3.945,2.09,3.44,4.36,"4-3","31/08/2019",0.494382022471911,0.253485424588086,0.301411152212632,0.478468899521531,0.229357798165138,0.290697674418605,"1"
"32","AS Roma-AC Milan",2.07090909090909,3.38954545454545,3.62681818181818,2.15,3.56,3.82,"2-1","27/10/2019",0.4828797190518,0.275723774909137,0.295024808904386,0.465116279069767,0.261780104712042,0.280898876404494,"1"
"33","Inter-Lecce",1.24090909090909,6.01454545454545,12.6772727272727,1.27,6.4,15.73,"4-0","26/08/2019",0.805860805860806,0.078881319469344,0.166263603385732,0.78740157480315,0.0635727908455181,0.15625,"1"
"34","Sassuolo-Fiorentina",3.16909090909091,3.32863636363636,2.28863636363636,3.32,3.48,2.4,"1-2","30/10/2019",0.315547905909352,0.436941410129097,0.30042332377441,0.301204819277108,0.416666666666667,0.28735632183908,"2"
"35","Udinese-Torino",2.94636363636364,3.08636363636364,2.56772727272727,3.34,3.24,2.66,"1-0","20/10/2019",0.339401419315026,0.389449460081431,0.3240058910162,0.29940119760479,0.37593984962406,0.308641975308642,"1"
"36","Juventus-Spal",1.18409090909091,6.89181818181818,15.9336363636364,1.22,7.84,20.95,"2-0","28/09/2019",0.844529750479846,0.0627603126604666,0.145099591082971,0.819672131147541,0.0477326968973747,0.127551020408163,"1"
"37","Fiorentina-Lazio",2.50090909090909,3.385,2.78636363636364,2.57,3.5,2.9,"1-2","27/10/2019",0.399854598327881,0.358890701468189,0.295420974889217,0.389105058365759,0.344827586206897,0.285714285714286,"2"
"38","Sassuolo-Atalanta",4.09363636363636,4.10318181818182,1.76318181818182,4.44,4.39,1.9,"1-4","28/09/2019",0.244281590051077,0.567156483629801,0.243713304530852,0.225225225225225,0.526315789473684,0.227790432801822,"2"
"39","Torino-Lecce",1.43227272727273,4.55636363636364,7.40545454545455,1.5,4.95,8.9,"1-2","16/09/2019",0.69819105046017,0.135035600294623,0.219473264166001,0.666666666666667,0.112359550561798,0.202020202020202,"2"
"40","Verona-Sampdoria",2.55136363636364,3.22409090909091,2.84227272727273,2.64,3.36,2.97,"2-0","05/10/2019",0.391947265277035,0.35183112106189,0.310164951360496,0.378787878787879,0.336700336700337,0.297619047619048,"1"
"41","Torino-Sassuolo",1.88954545454545,3.45681818181818,4.27909090909091,1.98,3.6,4.52,"2-1","25/08/2019",0.529227808515758,0.23369449755683,0.289283366206443,0.505050505050505,0.221238938053097,0.277777777777778,"1"
"42","AS Roma-Cagliari",1.36181818181818,5.12409090909091,8.06090909090909,1.4,5.4,9.3,"1-1","06/10/2019",0.734312416555408,0.124055486635841,0.19515656879269,0.714285714285714,0.10752688172043,0.185185185185185,"X"
"43","Parma-Genoa",2.66363636363636,3.17909090909091,2.74909090909091,2.74,3.3,2.88,"5-1","20/10/2019",0.37542662116041,0.363756613756614,0.314555333142694,0.364963503649635,0.347222222222222,0.303030303030303,"1"
"44","AC Milan-Spal",1.59045454545455,3.915,5.94,1.64,4.1,6.51,"1-0","31/10/2019",0.62875107173478,0.168350168350168,0.255427841634738,0.609756097560976,0.153609831029186,0.24390243902439,"1"
"45","Verona-AC Milan",4.77863636363636,3.43227272727273,1.80818181818182,5,3.62,1.88,"0-1","15/09/2019",0.209264719870637,0.553041729512317,0.291352138789564,0.2,0.531914893617021,0.276243093922652,"2"
"46","Genoa-Atalanta",3.41590909090909,3.60909090909091,2.07909090909091,3.96,3.78,2.15,"1-2","15/09/2019",0.292747837658017,0.480979449059904,0.277078085642317,0.252525252525253,0.465116279069767,0.264550264550265,"2"
"47","Napoli-Verona",1.22954545454545,6.41136363636364,11.8968181818182,1.26,6.76,13.83,"2-0","19/10/2019",0.81330868761553,0.0840560883353073,0.155973059198866,0.793650793650794,0.0723065798987708,0.14792899408284,"1"
"48","Inter-Juventus",2.745,3.05136363636364,2.76318181818182,2.95,3.2,2.85,"1-2","06/10/2019",0.364298724954463,0.361901628557328,0.327722329807835,0.338983050847458,0.350877192982456,0.3125,"2"
"49","Spal-Atalanta",5.05045454545455,3.70181818181818,1.71545454545455,5.47,3.92,1.75,"2-3","25/08/2019",0.1980019800198,0.582935877053523,0.270137524557957,0.182815356489945,0.571428571428571,0.255102040816327,"2"
"50","Lazio-Genoa",1.35136363636364,5.27545454545455,8.12863636363636,1.5,5.66,9.5,"4-0","29/09/2019",0.739993272788427,0.123021864340435,0.189557125624677,0.666666666666667,0.105263157894737,0.176678445229682,"1"
"51","Lecce-Juventus",8.76681818181818,4.95272727272727,1.35409090909091,10.5,5.2,1.4,"1-1","26/10/2019",0.114066469642765,0.738502853306478,0.201908957415565,0.0952380952380952,0.714285714285714,0.192307692307692,"X"
"52","Bologna-Sampdoria",1.92590909090909,3.49454545454545,4.06863636363636,1.99,3.66,4.33,"2-1","27/10/2019",0.519235308000944,0.245782594123562,0.286160249739855,0.50251256281407,0.23094688221709,0.273224043715847,"1"
"53","Bologna-Spal",1.80863636363636,3.49727272727273,4.70454545454546,1.87,3.62,5.25,"1-0","30/08/2019",0.552902739381755,0.21256038647343,0.285937093839355,0.53475935828877,0.19047619047619,0.276243093922652,"1"
"54","Cagliari-Spal",2.08,3.29090909090909,3.725,2.14,3.4,4.14,"2-0","20/10/2019",0.480769230769231,0.268456375838926,0.303867403314917,0.467289719626168,0.241545893719807,0.294117647058824,"1"
"55","Spal-Lecce",2.07772727272727,3.32227272727273,3.70909090909091,2.14,3.5,4.02,"1-3","25/09/2019",0.481295121417634,0.269607843137255,0.300998768641401,0.467289719626168,0.248756218905473,0.285714285714286,"2"
"56","AS Roma-Sassuolo",1.54818181818182,4.40727272727273,5.52590909090909,1.6,4.65,6.25,"4-2","15/09/2019",0.645918966529653,0.180965698774369,0.226897689768977,0.625,0.16,0.21505376344086,"1"
"57","Inter-Lazio",1.99045454545455,3.46818181818182,3.82590909090909,2.08,3.58,4.32,"1-0","25/09/2019",0.502397807718656,0.261375787097541,0.288335517693316,0.480769230769231,0.231481481481481,0.279329608938547,"1"
"58","Parma-Cagliari",2.13363636363636,3.24954545454545,3.62045454545455,2.23,3.4,3.9,"1-3","15/09/2019",0.468683425649767,0.276208411801632,0.307735347601064,0.448430493273543,0.256410256410256,0.294117647058824,"2"
"59","Parma-Torino",3.14090909090909,3.11454545454545,2.415,3.5,3.26,2.52,"3-2","30/09/2019",0.318379160636758,0.41407867494824,0.321074138937537,0.285714285714286,0.396825396825397,0.306748466257669,"1"
"60","AC Milan-Fiorentina",2.40863636363636,3.14363636363636,3.12136363636364,2.5,3.27,3.3,"1-3","29/09/2019",0.415172674089451,0.320372797437017,0.318102949681897,0.4,0.303030303030303,0.305810397553517,"2"
"61","AC Milan-Inter",3.66727272727273,3.235,2.12045454545455,3.82,3.4,2.17,"0-2","21/09/2019",0.272682201289043,0.471596998928188,0.309119010819165,0.261780104712042,0.460829493087558,0.294117647058824,"2"
"62","Brescia-Inter",8.27227272727273,4.79909090909091,1.38318181818182,9.5,5.1,1.45,"1-2","29/10/2019",0.120885762954008,0.722970752546828,0.208372797878386,0.105263157894737,0.689655172413793,0.196078431372549,"2"
"63","Torino-Cagliari",1.75409090909091,3.73090909090909,4.65545454545455,1.8,3.9,5,"1-1","27/10/2019",0.570095879761596,0.214801796524116,0.268031189083821,0.555555555555556,0.2,0.256410256410256,"X"
"64","Atalanta-Torino",1.58772727272727,4.09409090909091,5.60227272727273,1.65,4.3,6.3,"2-3","01/09/2019",0.629831090752936,0.178498985801217,0.24425446874653,0.606060606060606,0.158730158730159,0.232558139534884,"2"
"65","Verona-Bologna",3.86909090909091,3.33409090909091,2.03318181818182,4.1,3.45,2.1,"1-1","25/08/2019",0.258458646616541,0.491839928459646,0.299931833674165,0.24390243902439,0.476190476190476,0.289855072463768,"X"
"66","Torino-AC Milan",2.575,3.07136363636364,2.92954545454545,2.68,3.18,3.07,"2-1","26/09/2019",0.388349514563107,0.341349883630722,0.325588278821962,0.373134328358209,0.325732899022801,0.314465408805031,"1"
"67","Juventus-Bologna",1.33454545454545,5.16045454545455,9.02863636363636,1.37,5.5,10.5,"2-1","19/10/2019",0.749318801089921,0.110758697074964,0.193781379371091,0.72992700729927,0.0952380952380952,0.181818181818182,"1"
"68","Atalanta-Fiorentina",2.17636363636364,3.45181818181818,3.29272727272727,2.27,3.61,3.55,"2-2","22/09/2019",0.459482038429406,0.303699613473219,0.289702396628918,0.440528634361233,0.28169014084507,0.277008310249307,"X"
"69","Udinese-AC Milan",3.90409090909091,3.33681818181818,2.01272727272727,4.1,3.5,2.08,"1-0","25/08/2019",0.256141576434975,0.496838301716351,0.299686691186487,0.24390243902439,0.480769230769231,0.285714285714286,"1"
"70","Torino-Napoli",3.82227272727273,3.69363636363636,1.91954545454545,4.1,3.86,1.99,"0-0","06/10/2019",0.261624449994054,0.52095666587734,0.270735909426532,0.24390243902439,0.50251256281407,0.259067357512953,"X"
"71","Verona-Sassuolo",2.35045454545455,3.23363636363636,3.14545454545455,2.48,3.36,3.42,"0-1","25/10/2019",0.425449622896924,0.317919075144508,0.309249367444476,0.403225806451613,0.292397660818713,0.297619047619048,"2"
"72","Cagliari-Brescia",1.80863636363636,3.54363636363636,4.64045454545455,1.88,3.7,5.2,"0-1","25/08/2019",0.552902739381755,0.215496130864923,0.282195997947666,0.531914893617021,0.192307692307692,0.27027027027027,"2"
"73","Verona-Udinese",2.49681818181818,3.045,3.08136363636364,2.6,3.25,3.31,"0-0","24/09/2019",0.40050973966867,0.324531641835079,0.328407224958949,0.384615384615385,0.302114803625378,0.307692307692308,"X"
"74","Genoa-Bologna",2.40045454545455,3.45545454545455,2.87318181818182,2.47,3.58,2.99,"0-0","25/09/2019",0.416587767468282,0.348046195222275,0.289397526966587,0.404858299595142,0.334448160535117,0.279329608938547,"X"
"75","Bologna-Lazio",3.50727272727273,3.55818181818182,2.05090909090909,3.75,3.7,2.11,"2-2","06/10/2019",0.285121824779678,0.48758865248227,0.28104241185488,0.266666666666667,0.4739336492891,0.27027027027027,"X"
"76","Sampdoria-Lazio",3.59681818181818,3.39636363636364,2.08181818181818,3.71,3.5,2.13,"0-3","25/08/2019",0.278023505623657,0.480349344978166,0.294432548179871,0.269541778975741,0.469483568075117,0.285714285714286,"2"
"77","Brescia-Juventus",7.31272727272727,4.17545454545455,1.47818181818182,8.5,4.46,1.53,"1-2","24/09/2019",0.13674788662357,0.67650676506765,0.239494883518397,0.117647058823529,0.65359477124183,0.224215246636771,"2"
"78","Parma-Verona",2.68545454545455,3.08545454545455,2.80136363636364,2.82,3.2,2.96,"0-1","29/10/2019",0.372376438727149,0.356969008599707,0.32410135533294,0.354609929078014,0.337837837837838,0.3125,"2"
"79","Spal-Parma",2.63272727272727,3.18590909090909,2.77727272727273,2.78,3.3,2.85,"1-0","05/10/2019",0.379834254143647,0.360065466448445,0.313882151519475,0.359712230215827,0.350877192982456,0.303030303030303,"1"
"80","Fiorentina-Napoli",4.35818181818182,3.57818181818182,1.84409090909091,4.92,3.75,1.95,"3-4","24/08/2019",0.229453483521068,0.54227261523293,0.279471544715447,0.203252032520325,0.512820512820513,0.266666666666667,"2"
"81","Lazio-Atalanta",2.20681818181818,3.57318181818182,3.12409090909091,2.3,3.8,3.3,"3-3","19/10/2019",0.453141091658085,0.320093117997963,0.279862612899122,0.434782608695652,0.303030303030303,0.263157894736842,"X"
"82","Genoa-AC Milan",2.89727272727273,3.19318181818182,2.53,3.06,3.36,2.61,"1-2","05/10/2019",0.345152180734232,0.395256916996047,0.313167259786477,0.326797385620915,0.383141762452107,0.297619047619048,"2"
"83","Genoa-Brescia",1.96954545454545,3.58272727272727,3.74636363636364,2.05,3.7,4,"3-1","26/10/2019",0.507731363951074,0.266925503518563,0.279116975386958,0.487804878048781,0.25,0.27027027027027,"1"
"84","Sassuolo-Inter",5.24954545454545,3.84227272727273,1.66045454545455,5.85,3.96,1.7,"3-4","20/10/2019",0.190492683349208,0.602244730358608,0.260262628652549,0.170940170940171,0.588235294117647,0.252525252525253,"2"
"85","Sampdoria-Lecce",1.68954545454545,3.84681818181818,4.97863636363636,1.76,4.03,5.4,"1-1","30/10/2019",0.591875168146356,0.20085821236191,0.259955098664776,0.568181818181818,0.185185185185185,0.248138957816377,"X"
"86","Cagliari-Verona",2.20090909090909,3.18909090909091,3.50954545454545,2.26,3.32,3.75,"1-1","29/09/2019",0.454357703428336,0.284937184302552,0.313568985176739,0.442477876106195,0.266666666666667,0.301204819277108,"X"
"87","Inter-Udinese",1.33727272727273,5.15090909090909,9.07590909090909,1.36,5.41,11.5,"1-0","14/09/2019",0.747790618626783,0.11018179996995,0.194140487116131,0.735294117647059,0.0869565217391304,0.184842883548983,"1"
"88","Cagliari-Bologna",2.60727272727273,3.32590909090909,2.705,2.8,3.48,2.82,"3-2","30/10/2019",0.383542538354253,0.369685767097967,0.3006696733634,0.357142857142857,0.354609929078014,0.28735632183908,"1"
"89","AS Roma-Genoa",1.69,3.77090909090909,5.15227272727273,1.77,4,5.75,"3-3","25/08/2019",0.591715976331361,0.194089104543449,0.265188042430087,0.564971751412429,0.173913043478261,0.25,"X"
"90","Spal-Lazio",5.83,4.08136363636364,1.57136363636364,6.8,4.3,1.6,"2-1","15/09/2019",0.171526586620926,0.636389933468324,0.245016148791625,0.147058823529412,0.625,0.232558139534884,"1"
"91","Juventus-Genoa",1.21545454545455,6.66090909090909,12.4336363636364,1.25,7.75,14.78,"2-1","30/10/2019",0.822737471952129,0.0804269942238793,0.150129657431418,0.8,0.06765899864682,0.129032258064516,"1"
"92","Napoli-Brescia",1.19909090909091,6.97454545454545,13.3104545454545,1.25,7.65,15.73,"2-1","29/09/2019",0.833965125094768,0.0751289143871874,0.143378519290928,0.8,0.0635727908455181,0.130718954248366,"1"
"93","Brescia-Bologna",3.58272727272727,3.46545454545455,2.05636363636364,3.82,3.6,2.16,"3-4","15/09/2019",0.279116975386958,0.48629531388152,0.288562434417628,0.261780104712042,0.462962962962963,0.277777777777778,"2"
"94","Atalanta-Udinese",1.405,4.76590909090909,7.50863636363636,1.43,5.05,8.25,"7-1","27/10/2019",0.711743772241993,0.133179974574732,0.209823557463042,0.699300699300699,0.121212121212121,0.198019801980198,"1"
"95","Spal-Napoli",6.57409090909091,4.38954545454545,1.48590909090909,7.5,4.6,1.53,"1-1","27/10/2019",0.152112286524234,0.672988681553992,0.227814020917469,0.133333333333333,0.65359477124183,0.217391304347826,"X"
"96","Parma-Juventus",9.45227272727273,5.07045454545455,1.33409090909091,11,5.3,1.37,"0-1","24/08/2019",0.105794662178408,0.749574105621805,0.197220977140296,0.0909090909090909,0.72992700729927,0.188679245283019,"2"
"97","Sassuolo-Spal",1.96136363636364,3.46772727272727,3.91409090909091,2.03,3.55,4.1,"3-0","22/09/2019",0.509849362688296,0.255487167576356,0.288373312360729,0.492610837438424,0.24390243902439,0.28169014084507,"1"
"98","Cagliari-Inter",5.66545454545455,4.07636363636364,1.58227272727273,6.5,4.27,1.62,"1-2","01/09/2019",0.176508344030809,0.632002298190174,0.245316681534344,0.153846153846154,0.617283950617284,0.234192037470726,"2"
"99","AS Roma-Atalanta",NA,NA,NA,NA,NA,NA,"0-2","25/09/2019",NA,NA,NA,NA,NA,NA,"2"
"100","Chievo-Genoa",3.23590909090909,3.02318181818182,2.41727272727273,3.4,3.1,2.55,"0-0","24/02/2019",0.309032167439247,0.41368935690109,0.330777326717787,0.294117647058824,0.392156862745098,0.32258064516129,"X"
"101","Empoli-Juventus",10.4347826086957,5.53130434782609,1.29130434782609,11.67,6,1.32,"1-2","27/10/2018",0.0958333333333329,0.774410774410773,0.180789184090552,0.0856898029134533,0.757575757575758,0.166666666666667,"2"
"102","Udinese-Frosinone",1.695,3.69409090909091,5.27090909090909,1.74,3.85,5.75,"1-1","22/12/2018",0.589970501474926,0.189720593308037,0.270702596283992,0.574712643678161,0.173913043478261,0.25974025974026,"X"
"103","Sassuolo-Chievo",1.67863636363636,3.71909090909091,5.40181818181818,1.72,4.02,5.75,"4-0","04/04/2019",0.595721635526673,0.185122854257826,0.268882913713029,0.581395348837209,0.173913043478261,0.248756218905473,"1"
"104","AS Roma-Sampdoria",1.4195652173913,4.8095652173913,7.17173913043478,1.5,5.05,7.85,"4-1","11/11/2018",0.704441041347629,0.139436192785693,0.207919001988791,0.666666666666667,0.127388535031847,0.198019801980198,"1"
"105","Lazio-Sampdoria",1.42181818181818,4.75545454545455,7.16090909090909,1.45,5,7.55,"2-2","08/12/2018",0.703324808184144,0.139647073759045,0.210284840374689,0.689655172413793,0.132450331125828,0.2,"X"
"106","Udinese-AS Roma",3.84818181818182,3.43090909090909,2.005,4.1,3.6,2.15,"1-0","24/11/2018",0.259862981337113,0.498753117206983,0.291467938526762,0.24390243902439,0.465116279069767,0.277777777777778,"1"
"107","Torino-Spal",1.65173913043478,3.6795652173913,5.73608695652174,1.7,3.84,6.32,"1-0","02/09/2018",0.605422479599896,0.174334874554688,0.271771239513175,0.588235294117647,0.158227848101266,0.260416666666667,"1"
"108","Lazio-Chievo",1.15590909090909,7.64681818181818,18.3718181818182,1.19,8.79,22,"1-2","20/04/2019",0.865119937082187,0.0544311940224652,0.130773346014385,0.840336134453782,0.0454545454545455,0.113765642775882,"2"
"109","Fiorentina-Sampdoria",1.79863636363636,3.59181818181818,4.63772727272727,1.86,3.8,5.2,"3-3","20/01/2019",0.55597675006318,0.215622856022739,0.278410528980005,0.537634408602151,0.192307692307692,0.263157894736842,"X"
"110","Cagliari-Lazio",4.35045454545455,3.75454545454545,1.80318181818182,4.75,3.92,1.87,"1-2","11/05/2019",0.229861038553965,0.554575245777665,0.26634382566586,0.210526315789474,0.53475935828877,0.255102040816327,"2"
"111","Sampdoria-Napoli",6.63913043478261,4.21347826086957,1.50434782608696,7.5,4.45,1.55,"3-0","02/09/2018",0.150622134905043,0.664739884393062,0.237333608502734,0.133333333333333,0.645161290322581,0.224719101123595,"1"
"112","Torino-Atalanta",2.92136363636364,3.21545454545455,2.49454545454545,3.15,3.38,2.63,"2-0","23/02/2019",0.342305896997043,0.400874635568514,0.310998020921685,0.317460317460317,0.380228136882129,0.29585798816568,"1"
"113","Lazio-Bologna",2.44454545454545,2.86,3.42227272727273,2.55,3.05,4.08,"3-3","20/05/2019",0.409074005206397,0.292203479877806,0.34965034965035,0.392156862745098,0.245098039215686,0.327868852459016,"X"
"114","Parma-Lazio",5.74391304347826,4.14695652173913,1.5704347826087,6.25,4.28,1.65,"0-2","21/10/2018",0.174097343123155,0.636766334440751,0.241140700356469,0.16,0.606060606060606,0.233644859813084,"2"
"115","Juventus-AS Roma",1.35681818181818,4.89363636363636,9.08181818181818,1.45,5.18,10.5,"1-0","22/12/2018",0.737018425460638,0.11011011011011,0.204347018391232,0.689655172413793,0.0952380952380952,0.193050193050193,"1"
"116","AC Milan-Frosinone",1.16318181818182,7.82863636363636,16.375,1.19,9,21.9,"2-0","19/05/2019",0.859710824540835,0.0610687022900763,0.12773616675376,0.840336134453782,0.045662100456621,0.111111111111111,"1"
"117","Torino-Napoli",4.35086956521739,3.47739130434783,1.87391304347826,4.88,3.65,1.95,"1-3","23/09/2018",0.229839112621165,0.533642691415314,0.287571892973243,0.204918032786885,0.512820512820513,0.273972602739726,"2"
"118","Juventus-Sampdoria",1.195,6.75318181818182,15.4272727272727,1.27,7.46,20.95,"2-1","29/12/2018",0.836820083682008,0.0648202710665882,0.148078346907182,0.78740157480315,0.0477326968973747,0.134048257372654,"1"
"119","Chievo-Bologna",3.02304347826087,3.05130434782609,2.55217391304348,3.13,3.24,2.7,"2-2","11/11/2018",0.33079246368474,0.391822827938671,0.327728697634653,0.319488817891374,0.37037037037037,0.308641975308642,"X"
"120","Cagliari-Fiorentina",3.12772727272727,3.28636363636364,2.33681818181818,3.25,3.44,2.39,"2-1","15/03/2019",0.31972097078913,0.427932308889321,0.304287690179806,0.307692307692308,0.418410041841004,0.290697674418605,"1"
"121","Inter-Frosinone",1.25136363636364,5.96863636363636,11.9545454545455,1.28,6.32,13.83,"3-0","24/11/2018",0.7991282237559,0.0836501901140681,0.167542456781662,0.78125,0.0723065798987708,0.158227848101266,"1"
"122","Juventus-Spal",1.14434782608696,7.89652173913043,19.525652173913,1.17,8.98,24.75,"2-0","24/11/2018",0.873860182370818,0.0512146785722239,0.12663803545865,0.854700854700855,0.0404040404040404,0.111358574610245,"1"
"123","Frosinone-Atalanta",7.21636363636364,4.63454545454545,1.43454545454545,8.03,4.8,1.47,"0-5","20/01/2019",0.138573948097758,0.697084917617239,0.215770890545312,0.12453300124533,0.680272108843537,0.208333333333333,"2"
"124","Cagliari-Sassuolo",2.41521739130435,3.22782608695652,3.03739130434783,2.48,3.3,3.2,"2-2","26/08/2018",0.414041404140414,0.329229888348124,0.309806034482759,0.403225806451613,0.3125,0.303030303030303,"X"
