start;url;match;href;Bookmakers: 22;Bookmakers: 22;Home;Draw;Away;Home_team;Away_team
1572700979-21232;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-bologna/CU0NGNoF/;;;2.05;3.15;4.10;Chievo;Bologna
1572701038-21632;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-crotone/fRyiXcln/;null;null;1.25;5.50;10.30;Inter;Crotone
1572701790-26477;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-torino/j9gdPI9i/;;;3.25;3.75;2.10;Chievo;Torino
1572701471-24416;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-as-roma/C41gy4ok/;;;8.00;4.80;1.40;Crotone;AS Roma
1572701128-22220;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-atalanta/trOsaSfg/;;;1.45;3.80;7.50;Juventus;Atalanta
1572701121-22170;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-fiorentina/6RMSk30r/;;;2.20;3.58;3.58;Inter;Fiorentina
1572701754-26245;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-empoli/jo50gIPN/;;;1.34;5.20;8.45;Fiorentina;Empoli
1572701149-22352;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-crotone/KSZY0lQt/;;;1.30;5.40;10.00;AC Milan;Crotone
1572701204-22721;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-atalanta/4dRbkCSK/;;;2.26;3.15;3.55;AC Milan;Atalanta
1572701373-23789;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-ac-milan/juUe1c4I/;;;3.30;3.30;2.30;Udinese;AC Milan
1572700730-19594;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-torino/QTjC8yIL/;;;2.62;3.19;2.90;Atalanta;Torino
1572701887-27105;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-genoa/0t84BB26/;;;3.75;3.15;2.14;Palermo;Genoa
1572701326-23503;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-ac-milan/GvD1eVyS/;;;2.55;3.25;3.00;Torino;AC Milan
1572700784-19951;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-torino/bBUt5BUC/;null;null;3.10;3.25;2.45;Pescara;Torino
1572701611-25334;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-cagliari/A7wMZyhf/;;;1.39;4.80;7.95;Fiorentina;Cagliari
1572701775-26374;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-napoli/O21A1FHp/;;;8.30;4.75;1.39;Sassuolo;Napoli
1572701243-22981;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-udinese/GfDkuS4D/;;;1.91;3.40;4.05;Sampdoria;Udinese
1572700896-20717;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-cagliari/p4CK0BeH/;;;1.35;5.00;9.00;Inter;Cagliari
1572701894-27134;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-udinese/ABkeYY9J/;;;1.87;3.60;4.40;Crotone;Udinese
1572701174-22529;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-genoa/KhoTAPg5/;;;1.64;4.11;5.97;Inter;Genoa
1572701898-27170;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-empoli/l2laXhPP/;;;2.70;3.40;2.40;Cagliari;Empoli
1572700641-19028;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-udinese/ddDs98e5/;;;1.44;4.50;8.00;AS Roma;Udinese
1572700675-19205;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-torino/SGLQCjdt/;;;1.88;3.25;4.35;AC Milan;Torino
1572700830-20282;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-pescara/xpULOHr0/;;;1.73;3.75;5.00;Genoa;Pescara
1572701825-26716;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-pescara/GdQmFYop/;;;1.50;4.80;6.00;Cagliari;Pescara
1572701551-24943;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-pescara/jcNnLxw1/;null;null;1.63;4.20;5.00;Sampdoria;Pescara
1572701481-24489;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-palermo/YymLCoPh/;null;null;1.15;8.00;21.00;Juventus;Palermo
1572701323-23464;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-genoa/OWffci7F/;;;2.94;3.44;2.62;Cagliari;Genoa
1572701316-23424;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-atalanta/UogxkTEe/;;;1.95;3.00;3.90;Lazio;Atalanta
1572701229-22882;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-sampdoria/8Ao0UAje/;;;2.29;3.15;3.50;Chievo;Sampdoria
1572701958-27552;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-empoli/KKizfkWu/;;;5.75;4.20;1.57;Palermo;Empoli
1572701090-21970;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-chievo/pILWlNFl/;;;1.69;3.65;5.20;Torino;Chievo
1572701464-24360;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-atalanta/hKthd5NE/;null;null;4.60;3.54;1.76;Palermo;Atalanta
1572701250-23024;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-napoli/fPE1nqCt/;;;4.33;3.80;1.80;Fiorentina;Napoli
1572701828-26720;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-udinese/OMTeDCGd/;;;2.47;3.30;3.00;Bologna;Udinese
1572701083-21921;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-as-roma/pGU3UeY4/;;;3.60;3.30;1.95;Atalanta;AS Roma
1572701855-26880;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-sampdoria/4EEeDXXg/;;;1.29;5.50;9.80;Lazio;Sampdoria
1572701083-21923;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-as-roma/pGU3UeY4/;;;3.45;3.45;2.03;Atalanta;AS Roma
1572701587-25158;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-ac-milan/SrYQYe70/;;;1.38;4.50;8.50;Juventus;AC Milan
1572701747-26192;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-ac-milan/OYZECuQo/;;;2.14;3.60;3.74;Inter;AC Milan
1572701246-22999;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-pescara/W6BwrUKf/;;;2.25;3.10;3.50;Palermo;Pescara
1572701066-21801;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-sassuolo/G48nMXuo/;;;2.23;3.40;3.35;Sampdoria;Sassuolo
1572701225-22860;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-palermo/zuIUqjjr/;;;1.55;4.20;7.70;Genoa;Palermo
1572701718-26023;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-torino/292HxZrF/;;;3.00;3.45;2.35;Cagliari;Torino
1572701615-25340;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-empoli/xfuEybNs/;;;2.09;3.20;4.00;Chievo;Empoli
1572700927-20909;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-chievo/rc3VeM9k/;;;2.66;3.05;3.24;Empoli;Chievo
1572700875-20564;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-sassuolo/rHmwlYBB/;;;1.66;4.00;6.15;AC Milan;Sassuolo
1572701257-23072;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-chievo/4K9ot8k7/;;;1.36;5.00;10.00;AS Roma;Chievo
1572701239-22959;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-genoa/AcAsslz1/;;;1.83;3.60;4.20;Torino;Genoa
1572701672-25716;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-cagliari/0Us4nzgc/;;;2.50;3.10;2.90;Palermo;Cagliari
1572701883-27067;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-chievo/t0PZQj2g/;;;1.74;3.70;4.60;Sampdoria;Chievo
1572701872-27011;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-lazio/f378AVHC/;;;1.83;4.23;4.24;Fiorentina;Lazio
1572701415-24045;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-inter/2DGZsF24/;;;1.61;3.75;5.55;Juventus;Inter
1572701236-22928;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-lazio/2kI9pNtg/;;;2.13;3.40;3.60;Inter;Lazio
1572701836-26775;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-cagliari/d8PLJZfQ/;;;1.12;10.50;23.00;Napoli;Cagliari
1572701636-25493;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-napoli/OA3ely7m/;;;10.21;5.07;1.38;Empoli;Napoli
1572700727-19550;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-cagliari/r5179H2F/;;;2.23;3.15;3.55;Bologna;Cagliari
1572701454-24292;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-pescara/UuClxpWr/;null;null;1.45;4.90;8.40;Torino;Pescara
1572701329-23515;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-fiorentina/nqu82nqe/;;;3.70;3.15;2.11;Chievo;Fiorentina
1572700778-19909;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-lazio/4lVx6iF6/;null;null;2.30;3.20;3.00;AC Milan;Lazio
1572700961-21120;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-empoli/WIqQH3W8/;;;1.20;5.50;11.50;Napoli;Empoli
1572701495-24578;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-cagliari/beGA0KE0/;null;null;1.73;3.80;5.00;Sampdoria;Cagliari
1572701174-22522;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-genoa/KhoTAPg5/;;;1.61;4.00;5.30;Inter;Genoa
1572701968-27632;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-lazio/dQnalo0H/;;;2.88;3.89;2.40;Crotone;Lazio
1572701159-22435;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-lazio/2FqdEb0c/;;;2.90;3.30;2.30;Sampdoria;Lazio
1572701506-24628;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-inter/McJ2f49O/;null;null;5.85;3.90;1.71;Bologna;Inter
1572700900-20733;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-empoli/fw2ff9Yp/;;;1.83;3.50;4.80;Genoa;Empoli
1572700678-19229;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-ac-milan/MaYdE3Xp/;;;1.69;4.10;4.95;Napoli;AC Milan
1572701718-26026;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-torino/292HxZrF/;;;3.05;3.70;2.30;Cagliari;Torino
1572700857-20468;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-juventus/G4dMiGCn/;;;12.40;4.90;1.35;Empoli;Juventus
1572701932-27399;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-atalanta/bkF3tW1t/;;;2.85;3.25;2.55;Empoli;Atalanta
1572700734-19607;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-sampdoria/dCsr3Fuq/;;;1.36;5.25;8.00;AS Roma;Sampdoria
1572701351-23649;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-udinese/vJy048Er/;;;2.70;3.10;2.80;Empoli;Udinese
1572701683-25781;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-bologna/zmOqoQdN/;;;1.50;4.20;7.00;Fiorentina;Bologna
1572701163-22444;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-pescara/OOphFvoi/;;;2.50;3.10;2.89;Crotone;Pescara
1572700896-20702;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-cagliari/p4CK0BeH/;;;1.38;5.45;9.60;Inter;Cagliari
1572700918-20852;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-juventus/464Rd2fq/;;;3.80;3.45;1.90;AC Milan;Juventus
1572701236-22946;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-lazio/2kI9pNtg/;;;2.15;3.60;3.40;Inter;Lazio
1572701208-22746;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-crotone/Sl3yVdad/;;;1.60;3.80;6.25;Udinese;Crotone
1572701950-27517;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-sassuolo/YkASWIUq/;;;1.85;4.19;4.13;Torino;Sassuolo
1572701811-26614;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-napoli/SffxM4Kd/;;;3.30;3.80;2.15;Inter;Napoli
1572700781-19919;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-fiorentina/jqzcBnin/;null;null;3.25;3.25;2.36;Udinese;Fiorentina
1572701451-24283;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-udinese/xCb5Y1V7/;;;1.80;3.74;5.06;Fiorentina;Udinese
1572701478-24448;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-ac-milan/je0czO0e/;;;1.68;4.30;5.45;Lazio;AC Milan
1572701869-26978;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-as-roma/QNgMbYI0/;;;2.95;3.60;2.10;AC Milan;AS Roma
1572700935-20971;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-fiorentina/GrmkGje4/;;;3.50;3.25;2.20;Cagliari;Fiorentina
1572701269-23150;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-inter/Sh1Xa2tt/;;;3.75;3.50;2.05;Udinese;Inter
1572701383-23851;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-as-roma/Maxu5u5g/;;;5.08;4.04;1.74;Sampdoria;AS Roma
1572701747-26204;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-ac-milan/OYZECuQo/;;;2.20;3.30;3.10;Inter;AC Milan
1572700675-19215;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-torino/SGLQCjdt/;;;1.90;3.50;4.40;AC Milan;Torino
1572700740-19649;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-crotone/IRVj1gAe/;;;1.72;3.60;6.00;Empoli;Crotone
1572700682-19263;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-juventus/l6Qrx7Pi/;;;4.20;3.30;2.05;Lazio;Juventus
1572700968-21170;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-sampdoria/jLaRFs1L/;;;1.15;7.00;18.00;Juventus;Sampdoria
